,À¥Å÷ Á¦¸ñ,È¸Â÷ Á¦¸ñ,È¸Â÷,µî·ÏÀÏ,Á¶È¸¼ö,È¸Â÷º° º°Á¡,º°Á¡ Âü¿©ÀÎ¿ø¼ö,ÁÁ¾Æ¿ä¼ö,´ñ±Û¼ö,Á¤½Ä¿¬Àç,Á¶È¸¼ö ´ëºñ º°Á¡Âü¿©,Á¶È¸¼ö ´ëºñ ÁÁ¾Æ¿ä,¿¡ÇÇ¼Òµå,¿È´Ï¹ö½º,½ºÅä¸®,ÀÏ»ó,°³±×,ÆÇÅ¸Áö,¾×¼Ç,µå¶ó¸¶,¼øÁ¤,°¨¼º,½º¸±·¯,½Ã´ë±Ø,½ºÆ÷Ã÷
131,¾ÆÈ©¼ö ¿ì¸®µé,-,2,2017.12.06,167294,9.86,1265,373,0,1,7.561538,2.229608,0,0,1,0,0,0,0,1,1,0,0,0,0
132,¾ÆÈ©¼ö ¿ì¸®µé,-,3,2017.12.13,155242,9.87,1260,363,0,1,8.11636,2.338285,0,0,1,0,0,0,0,1,1,0,0,0,0
133,¾ÆÈ©¼ö ¿ì¸®µé,-,4,2017.12.20,154483,9.9,1546,409,0,1,10.007574,2.647541,0,0,1,0,0,0,0,1,1,0,0,0,0
134,¾ÆÈ©¼ö ¿ì¸®µé,-,5,2018.01.03,146157,9.93,1878,399,0,1,12.849196,2.729941,0,0,1,0,0,0,0,1,1,0,0,0,0
135,¿­Á¤È£±¸,ÇÁ·Ñ·Î±×,1,2016.03.02,165509,9.9,662,450,40,1,3.999782,2.718885,1,0,0,1,1,0,0,0,0,0,0,0,0
136,¿­Á¤È£±¸,1. Ã¹ Ãâ±Ù,2,2016.03.08,169014,9.93,645,332,37,1,3.816252,1.964334,1,0,0,1,1,0,0,0,0,0,0,0,0
137,¿­Á¤È£±¸,2. ÈÄÆøÇ³,3,2016.03.15,127134,9.91,586,334,66,1,4.60931,2.627149,1,0,0,1,1,0,0,0,0,0,0,0,0
138,¿­Á¤È£±¸,3. ¹«Áö°¡ ³ºÀº Âüº¯,4,2016.03.22,124184,9.89,638,322,73,1,5.137538,2.592927,1,0,0,1,1,0,0,0,0,0,0,0,0
139,¿­Á¤È£±¸,4. °¥µî,5,2016.03.29,107885,9.87,611,297,61,1,5.663438,2.752931,1,0,0,1,1,0,0,0,0,0,0,0,0
140,°¡Å¸ºÎÅ¸Å¸,1È­,1,2019.01.06,175159,9.82,726,819,54,1,4.144806,4.675752,0,0,1,1,0,0,0,0,1,0,0,0,0
141,°¡Å¸ºÎÅ¸Å¸,2È­,2,2019.01.13,103752,9.83,537,601,37,1,5.175804,5.792659,0,0,1,1,0,0,0,0,1,0,0,0,0
142,°¡Å¸ºÎÅ¸Å¸,3È­,3,2019.01.19,85050,9.82,613,584,68,1,7.207525,6.866549,0,0,1,1,0,0,0,0,1,0,0,0,0
143,°¡Å¸ºÎÅ¸Å¸,4È­,4,2019.01.27,75772,9.74,670,518,42,1,8.842316,6.836298,0,0,1,1,0,0,0,0,1,0,0,0,0
144,°¡Å¸ºÎÅ¸Å¸,5È­,5,2019.02.02,73281,9.89,511,475,33,1,6.973158,6.481898,0,0,1,1,0,0,0,0,1,0,0,0,0
145,°ËÀºÀÎ°£,ÇÁ·Ñ·Î±×,1,2017.10.30,160041,9.85,421,262,21,1,2.630576,1.63708,0,0,1,0,0,1,1,0,0,0,0,0,0
146,°ËÀºÀÎ°£,1,2,2017.10.30,154753,9.82,390,237,18,1,2.520145,1.531473,0,0,1,0,0,1,1,0,0,0,0,0,0
147,°ËÀºÀÎ°£,2,3,2017.11.05,135908,9.86,373,213,26,1,2.744504,1.567237,0,0,1,0,0,1,1,0,0,0,0,0,0
148,°ËÀºÀÎ°£,3,4,2017.11.12,132535,9.93,387,197,30,1,2.919983,1.4864,0,0,1,0,0,1,1,0,0,0,0,0,0
149,°ËÀºÀÎ°£,4,5,2017.11.18,123772,9.94,395,174,23,1,3.191352,1.405811,0,0,1,0,0,1,1,0,0,0,0,0,0
150,¿ä¸®GO,1È­ ¿ä¸®°í ±× ½ÃÀÛ,1,2017.06.10,198042,9.71,656,239,140,1,3.312429,1.206815,0,0,1,0,0,0,0,1,0,0,0,0,1
151,¿ä¸®GO,2È­ ¿ä¸®°íµîÇÐ±³ ÀÔÇÐ½Ä,2,2017.06.17,124627,9.69,403,171,71,1,3.233649,1.372094,0,0,1,0,0,0,0,1,0,0,0,0,1
152,¿ä¸®GO,3È­ ±³Ä¢,3,2017.06.24,101844,9.75,473,154,58,1,4.644358,1.512117,0,0,1,0,0,0,0,1,0,0,0,0,1
153,¿ä¸®GO,4È­ ¿À¹É·¿,4,2017.07.01,105884,9.8,453,146,84,1,4.278267,1.378867,0,0,1,0,0,0,0,1,0,0,0,0,1
154,¿ä¸®GO,5È­ º£½ºÆ® Äî,5,2017.07.08,90158,9.9,477,160,48,1,5.290712,1.774662,0,0,1,0,0,0,0,1,0,0,0,0,1
155,°áÈ¥»ýÈ° ±×¸²ÀÏ±â,¿¬ÀçÇùÀÇÁß,1,2018.01.27,179547,9.85,1554,384,247,1,8.655115,2.138716,0,1,0,1,1,0,0,0,0,0,0,0,0
156,°áÈ¥»ýÈ° ±×¸²ÀÏ±â,¿¬ÀçÇùÀÇÁß,2,2018.01.27,149922,9.84,1289,325,0,1,8.597804,2.167794,0,1,0,1,1,0,0,0,0,0,0,0,0
157,°áÈ¥»ýÈ° ±×¸²ÀÏ±â,¿¬ÀçÇùÀÇÁß,3,2018.01.28,143749,9.82,1291,312,0,1,8.980932,2.17045,0,1,0,1,1,0,0,0,0,0,0,0,0
158,°áÈ¥»ýÈ° ±×¸²ÀÏ±â,¿¬ÀçÇùÀÇÁß,4,2018.01.29,139737,9.84,1251,305,0,1,8.952532,2.182672,0,1,0,1,1,0,0,0,0,0,0,0,0
159,°áÈ¥»ýÈ° ±×¸²ÀÏ±â,¿¬ÀçÇùÀÇÁß,5,2018.01.30,132727,9.88,1228,298,0,1,9.252074,2.24521,0,1,0,1,1,0,0,0,0,0,0,0,0
160,¾ð¿øÆ¼µå,ÇÁ·Ñ·Î±×,1,2016.12.23,159919,9.73,373,127,52,1,2.332431,0.794152,0,0,1,0,0,0,0,1,0,1,0,0,0
161,¾ð¿øÆ¼µå,1. ÀçÈ¸,2,2016.12.30,161435,9.79,384,106,44,1,2.378666,0.656611,0,0,1,0,0,0,0,1,0,1,0,0,0
162,¾ð¿øÆ¼µå,2. °è»ê ¹Û,3,2017.01.06,109991,9.79,338,84,28,1,3.072979,0.763699,0,0,1,0,0,0,0,1,0,1,0,0,0
163,¾ð¿øÆ¼µå,3. Çö½ÇÆÄ¾Ç,4,2017.01.13,90609,9.76,303,72,19,1,3.344039,0.794623,0,0,1,0,0,0,0,1,0,1,0,0,0
164,¾ð¿øÆ¼µå,4. ÀûÀÀ,5,2017.01.20,83531,9.77,279,70,19,1,3.340077,0.838012,0,0,1,0,0,0,0,1,0,1,0,0,0
165,¿Ü¸ðÁö»óÁÖÀÇ,1È­,1,2014.07.19,219564,9.78,6311,3825,706,1,28.743328,17.420889,0,0,1,0,0,0,1,1,0,0,0,0,0
166,¿Ü¸ðÁö»óÁÖÀÇ,2È­,2,2014.08.01,126749,9.82,5577,2962,953,1,44.000347,23.369021,0,0,1,0,0,0,1,1,0,0,0,0,0
167,¿Ü¸ðÁö»óÁÖÀÇ,3È­,3,2014.08.07,64453,9.85,6722,4001,1869,1,104.293051,62.076242,0,0,1,0,0,0,1,1,0,0,0,0,0
168,¿Ü¸ðÁö»óÁÖÀÇ,4È­,4,2014.08.16,38481,9.87,7407,4589,1891,1,192.484603,119.253658,0,0,1,0,0,0,1,1,0,0,0,0,0
169,¿Ü¸ðÁö»óÁÖÀÇ,5È­,5,2014.08.23,28649,9.88,8895,5726,3660,1,310.482041,199.86736,0,0,1,0,0,0,1,1,0,0,0,0,0
170,°í±³»ýÀ» È¯ºÒÇØ ÁÖ¼¼¿ä,ÇÁ·Ñ·Î±×,1,2017.10.27,126849,9.83,655,354,42,1,5.16362,2.79072,1,0,0,1,0,1,0,0,0,0,0,0,0
171,°í±³»ýÀ» È¯ºÒÇØ ÁÖ¼¼¿ä,1È­ - »îÀº °è¶õ,2,2017.10.31,135517,9.8,597,329,39,1,4.405351,2.42774,1,0,0,1,0,1,0,0,0,0,0,0,0
172,°í±³»ýÀ» È¯ºÒÇØ ÁÖ¼¼¿ä,2È­ - ÀÎ»ý½ºÅ¸±×·¥,3,2017.11.02,101883,9.76,498,229,30,1,4.88796,2.247676,1,0,0,1,0,1,0,0,0,0,0,0,0
173,°í±³»ýÀ» È¯ºÒÇØ ÁÖ¼¼¿ä,3È­ - »ç¸Á¼±°í,4,2017.11.07,87735,9.83,543,229,38,1,6.189092,2.610133,1,0,0,1,0,1,0,0,0,0,0,0,0
174,°í±³»ýÀ» È¯ºÒÇØ ÁÖ¼¼¿ä,4È­ - È¯ºÒ°í ÀÔÇÐ,5,2017.11.10,87262,9.85,551,237,36,1,6.314318,2.715959,1,0,0,1,0,1,0,0,0,0,0,0,0
175,º°À» »ïÅ² ³Ê¿¡°Ô,1È­,1,2019.11.27,132734,9.56,470,734,70,1,3.540916,5.529857,0,0,1,0,0,0,0,1,1,0,0,0,0
176,º°À» »ïÅ² ³Ê¿¡°Ô,2È­,2,2019.12.04,84574,9.72,324,533,29,1,3.830965,6.302173,0,0,1,0,0,0,0,1,1,0,0,0,0
177,º°À» »ïÅ² ³Ê¿¡°Ô,3È­,3,2019.12.11,63768,9.63,289,489,24,1,4.532054,7.668423,0,0,1,0,0,0,0,1,1,0,0,0,0
178,º°À» »ïÅ² ³Ê¿¡°Ô,4È­,4,2019.12.18,60884,9.78,331,507,45,1,5.436568,8.327311,0,0,1,0,0,0,0,1,1,0,0,0,0
179,º°À» »ïÅ² ³Ê¿¡°Ô,5È­,5,2019.12.25,65406,9.77,343,525,32,1,5.244167,8.026787,0,0,1,0,0,0,0,1,1,0,0,0,0
180,Çª¸¥»ç¸· ¾Æ¾Æ·ç,ÇÁ·Ñ·Î±×,1,2016.09.30,146466,9.88,794,670,70,1,5.421053,4.57444,0,0,1,0,0,1,0,0,1,0,0,0,0
181,Çª¸¥»ç¸· ¾Æ¾Æ·ç,.,2,2016.10.02,134784,9.91,730,603,154,1,5.416073,4.473825,0,0,1,0,0,1,0,0,1,0,0,0,0
182,Çª¸¥»ç¸· ¾Æ¾Æ·ç,.,3,2016.10.08,108531,9.9,704,580,0,1,6.486626,5.344095,0,0,1,0,0,1,0,0,1,0,0,0,0
183,Çª¸¥»ç¸· ¾Æ¾Æ·ç,.,4,2016.10.22,91933,9.91,696,576,0,1,7.570731,6.265432,0,0,1,0,0,1,0,0,1,0,0,0,0
184,Çª¸¥»ç¸· ¾Æ¾Æ·ç,.,5,2016.10.29,93531,9.9,639,519,0,1,6.831959,5.548962,0,0,1,0,0,1,0,0,1,0,0,0,0
185,¾î±Û¸®ÈÄµå,01. ÀÇ½ÉÀº °¡Àå Å« ¸¶À½ÀÇ ÁË´Ù¡¡,1,2017.08.22,131509,9.82,771,365,77,1,5.862717,2.775475,0,0,1,0,0,1,1,0,0,0,0,0,0
186,¾î±Û¸®ÈÄµå,02. ¹ÌÁö¿ÍÀÇ Á¶¿ì,2,2017.08.28,85925,9.79,683,271,59,1,7.948793,3.153913,0,0,1,0,0,1,1,0,0,0,0,0,0
187,¾î±Û¸®ÈÄµå,03. ³Ê ¾ó±¼ ºÃ¾î,3,2017.09.04,68761,9.84,621,229,51,1,9.031282,3.330376,0,0,1,0,0,1,1,0,0,0,0,0,0
188,¾î±Û¸®ÈÄµå,04. ÆøÇ³ÀÇ ÀüÇÐ»ý,4,2017.09.11,61851,9.88,590,215,46,1,9.539054,3.476096,0,0,1,0,0,1,1,0,0,0,0,0,0
189,¾î±Û¸®ÈÄµå,05. Àú ¸ð½ÀÀÌ ¾îµôºÁ¼­ ¿Ü°èÀÎÀÌ´Ï,5,2017.09.18,60072,9.87,567,214,46,1,9.438674,3.562392,0,0,1,0,0,1,1,0,0,0,0,0,0
190,³ë°ïÇÏ°³,¸Û¸ÛÀÌ°¡ ¹º°¡ Àß¸øÇßÀ»¶§ °ø°¨,1,2017.01.20,119216,9.84,698,204,27,1,5.854919,1.71118,1,0,0,1,1,0,0,0,0,0,0,0,0
191,³ë°ïÇÏ°³,¸Û¸ÛÀÌ¿Í »êÃ¥ÇÒ ¶§ °ø°¨,2,2017.01.20,91665,9.89,689,190,26,1,7.5165,2.072765,1,0,0,1,1,0,0,0,0,0,0,0,0
192,³ë°ïÇÏ°³,¸Û¸ÛÀÌ ¾à ¸ÔÀÏ ¶§ °ø°¨,3,2017.01.26,85146,9.93,693,173,63,1,8.138961,2.031804,1,0,0,1,1,0,0,0,0,0,0,0,0
193,³ë°ïÇÏ°³,ÇªµéÀº ¹«½Ã¹«½ÃÇÏ´Ù,4,2017.01.29,79061,9.94,691,184,49,1,8.740087,2.327317,1,0,0,1,1,0,0,0,0,0,0,0,0
194,³ë°ïÇÏ°³,¸Û¸ÛÀÌ´Â ¿µ¾÷ÀÇ ½Å!,5,2017.02.14,72874,9.91,699,171,20,1,9.591898,2.346516,1,0,0,1,1,0,0,0,0,0,0,0,0
195,²¿¸ÍÀÌ¸¦ ºÎÅ¹ÇØ!,1È­ ÁÁ¾ÆÇÏ´Â »ç¶÷ÀÌ »ý°å¾î,1,2018.12.03,135927,9.84,1144,756,68,1,8.416282,5.561809,1,0,0,0,1,0,0,0,1,0,0,0,0
196,²¿¸ÍÀÌ¸¦ ºÎÅ¹ÇØ!,2È­ ÁÁÀº »ç¶÷ÀÎ°¡ º¸´Ù,2,2018.12.10,92169,9.88,1177,686,102,1,12.77002,7.44285,1,0,0,0,1,0,0,0,1,0,0,0,0
197,²¿¸ÍÀÌ¸¦ ºÎÅ¹ÇØ!,3È­ ½ÅÈ¯È¸ ³ª¿Ã °Å¾ß?,3,2018.12.17,82456,9.84,1074,613,31,1,13.025129,7.434268,1,0,0,0,1,0,0,0,1,0,0,0,0
198,²¿¸ÍÀÌ¸¦ ºÎÅ¹ÇØ!,4È­ Á¤¸» ¾îÁö°£È÷ ±ÞÇß³ª º¸±º,4,2018.12.24,77077,9.86,1051,583,41,1,13.635715,7.563865,1,0,0,0,1,0,0,0,1,0,0,0,0
199,²¿¸ÍÀÌ¸¦ ºÎÅ¹ÇØ!,5È­ ¹øÈ£ ¾Ë·ÁÁà,5,2018.12.31,73677,9.89,1070,573,42,1,14.52285,7.77719,1,0,0,0,1,0,0,0,1,0,0,0,0
200,¸ðÁÒÀÇ ÀÏÁö,01 »õÇØ¸¦ ¸ÂÀº ¸¸È­,1,2019.01.24,90691,9.77,487,353,14,1,5.369882,3.892338,1,0,0,1,1,0,0,0,0,0,0,0,0
201,¸ðÁÒÀÇ ÀÏÁö,02 ±âÅ¸ »ê ¸¸È­,2,2019.01.30,65417,9.81,421,235,22,1,6.435636,3.592338,1,0,0,1,1,0,0,0,0,0,0,0,0
202,¸ðÁÒÀÇ ÀÏÁö,03 ¿µÈ­ º£³ð º» ¸¸È­,3,2019.02.06,50845,9.9,382,191,20,1,7.51303,3.756515,1,0,0,1,1,0,0,0,0,0,0,0,0
203,¸ðÁÒÀÇ ÀÏÁö,04 °í¾çÀÌ º´¿ø µ¥·Á°£ ¸¸È­,4,2019.02.13,50272,9.85,376,180,22,1,7.479313,3.580522,1,0,0,1,1,0,0,0,0,0,0,0,0
204,¸ðÁÒÀÇ ÀÏÁö,05 ÅÐÀá¿Ê »ê ¸¸È­,5,2019.02.19,40266,9.77,229,150,19,1,5.68718,3.725227,1,0,0,1,1,0,0,0,0,0,0,0,0
205,"È¥¹ä, È¥¼ú, È¥ÀÚ »ç´Â ÀÌ¾ß±â",00. È¥ÀÚ »ì±â·Î °á½ÉÇÏ´Ù,1,2017.04.07,137345,9.9,856,228,34,1,6.23248,1.660053,1,0,0,1,1,0,0,0,0,0,0,0,0
206,"È¥¹ä, È¥¼ú, È¥ÀÚ »ç´Â ÀÌ¾ß±â",01. Ã¹°æÇè,2,2017.04.15,120201,9.9,825,205,43,1,6.863504,1.705477,1,0,0,1,1,0,0,0,0,0,0,0,0
207,"È¥¹ä, È¥¼ú, È¥ÀÚ »ç´Â ÀÌ¾ß±â",02. ¸ÕÁö°¡ ¹ºÁö,3,2017.04.23,95321,9.92,749,169,31,1,7.85766,1.772957,1,0,0,1,1,0,0,0,0,0,0,0,0
208,"È¥¹ä, È¥¼ú, È¥ÀÚ »ç´Â ÀÌ¾ß±â",03. °³¶û »ç´Â ÀÌ¾ß±â,4,2017.04.30,84732,9.93,849,184,44,1,10.019827,2.171553,1,0,0,1,1,0,0,0,0,0,0,0,0
209,"È¥¹ä, È¥¼ú, È¥ÀÚ »ç´Â ÀÌ¾ß±â",04. ÀÚÃëÇÏ¸é ÁÁÀºÁ¡,5,2017.05.07,83935,9.95,902,184,51,1,10.746411,2.192173,1,0,0,1,1,0,0,0,0,0,0,0,0
210,Å¾ÄÚ³Ê,Æ÷ÅÙ¾÷ °øÁö,1,2018.09.28,72799,8.53,222,67,19,1,3.049492,0.920342,0,0,1,0,0,0,0,1,0,0,0,0,1
211,Å¾ÄÚ³Ê,1È­. ±â´ë,2,2018.10.26,104548,8.36,347,103,68,1,3.31905,0.985193,0,0,1,0,0,0,0,1,0,0,0,0,1
212,Å¾ÄÚ³Ê,2È­. ¹ß°ß,3,2018.11.02,71759,8.53,293,77,38,1,4.083112,1.073036,0,0,1,0,0,0,0,1,0,0,0,0,1
213,Å¾ÄÚ³Ê,3È­. ¿¬½À°æ±â(1),4,2018.11.09,61083,8.64,294,64,39,1,4.813123,1.047755,0,0,1,0,0,0,0,1,0,0,0,0,1
214,Å¾ÄÚ³Ê,4È­. ¿¬½À°æ±â(2),5,2018.11.16,50686,9,300,64,32,1,5.918794,1.262676,0,0,1,0,0,0,0,1,0,0,0,0,1
215,¾ÇÃë,1È­,1,2018.10.10,156252,9.53,259,136,31,1,1.657579,0.870389,0,0,1,0,0,1,0,0,0,0,1,0,0
216,¾ÇÃë,2È­,2,2018.10.17,95964,9.38,117,60,14,1,1.219207,0.625234,0,0,1,0,0,1,0,0,0,0,1,0,0
217,¾ÇÃë,3È­,3,2018.10.24,43374,9.41,92,30,11,1,2.121086,0.691659,0,0,1,0,0,1,0,0,0,0,1,0,0
218,¾ÇÃë,4È­,4,2018.10.31,25221,9.26,78,29,11,1,3.092661,1.149835,0,0,1,0,0,1,0,0,0,0,1,0,0
219,¾ÇÃë,5È­,5,2018.11.21,20168,9.25,60,24,7,1,2.97501,1.190004,0,0,1,0,0,1,0,0,0,0,1,0,0
220,9µî±Þ µÚÁý±â,¿À¸®¿£Å×ÀÌ¼Ç,1,2019.01.17,123978,9.16,348,237,27,1,2.80695,1.911629,0,0,1,0,0,0,0,1,1,0,0,0,0
221,9µî±Þ µÚÁý±â,1°­. ÀÌÀÎ¹ü VS ¿À¸¸±³,2,2019.01.24,114697,9.04,259,158,40,1,2.258124,1.377543,0,0,1,0,0,0,0,1,1,0,0,0,0
222,9µî±Þ µÚÁý±â,2°­. ¸¸È­Ä«Æä ³ëº§,3,2019.01.31,64580,9.03,212,98,12,1,3.28275,1.517498,0,0,1,0,0,0,0,1,1,0,0,0,0
223,9µî±Þ µÚÁý±â,3°­. À±º½,4,2019.02.07,42560,8.93,180,100,24,1,4.229323,2.349624,0,0,1,0,0,0,0,1,1,0,0,0,0
224,9µî±Þ µÚÁý±â,4°­. ½Ã¸³µµ¼­°ü,5,2019.02.14,36228,8.66,162,73,10,1,4.471679,2.015016,0,0,1,0,0,0,0,1,1,0,0,0,0
225,ÆÇÅ¸Áö ¿©µ¿»ý!,1È­,1,2018.04.19,121919,9.15,248,163,36,1,2.034137,1.336953,0,0,1,0,1,1,0,0,0,0,0,0,0
226,ÆÇÅ¸Áö ¿©µ¿»ý!,2È­,2,2018.04.25,73788,9.2,177,100,17,1,2.398764,1.355234,0,0,1,0,1,1,0,0,0,0,0,0,0
227,ÆÇÅ¸Áö ¿©µ¿»ý!,3È­,3,2018.05.02,46421,9.06,161,87,22,1,3.468258,1.874152,0,0,1,0,1,1,0,0,0,0,0,0,0
228,ÆÇÅ¸Áö ¿©µ¿»ý!,4È­,4,2018.05.09,35182,9.02,138,61,26,1,3.92246,1.733841,0,0,1,0,1,1,0,0,0,0,0,0,0
229,ÆÇÅ¸Áö ¿©µ¿»ý!,5È­,5,2018.05.16,33571,9.2,123,69,18,1,3.663877,2.055345,0,0,1,0,1,1,0,0,0,0,0,0,0
230,¶¥ º¸°í °È´Â ¾ÆÀÌ,ÇÁ·Ñ·Î±×,1,2017.03.10,80413,9.9,711,223,30,1,8.841854,2.773183,1,0,0,1,0,0,0,0,0,1,0,0,0
231,¶¥ º¸°í °È´Â ¾ÆÀÌ,¸ùÀ¯º´ <1>,2,2017.03.10,83854,9.88,611,207,27,1,7.286474,2.468576,1,0,0,1,0,0,0,0,0,1,0,0,0
232,¶¥ º¸°í °È´Â ¾ÆÀÌ,¸ùÀ¯º´ <2>,3,2017.03.17,65211,9.88,626,184,21,1,9.599607,2.82161,1,0,0,1,0,0,0,0,0,1,0,0,0
233,¶¥ º¸°í °È´Â ¾ÆÀÌ,"ÇÒ¾Æ¹öÁö, ÇÒ¸Ó´Ï <1>",4,2017.05.26,59694,9.89,656,197,38,1,10.989379,3.300164,1,0,0,1,0,0,0,0,0,1,0,0,0
234,¶¥ º¸°í °È´Â ¾ÆÀÌ,"ÇÒ¾Æ¹öÁö, ÇÒ¸Ó´Ï <2>",5,2017.06.16,55300,9.89,659,191,73,1,11.916817,3.453888,1,0,0,1,0,0,0,0,0,1,0,0,0
235,1ÀÎ¿ë ±âºÐ,#±×·± ±âºÐµé,1,2017.10.27,72047,9.88,1017,204,80,1,14.115786,2.831485,1,0,0,1,0,0,0,0,0,1,0,0,0
236,1ÀÎ¿ë ±âºÐ,#Á¦¸ñ,2,2017.11.04,53524,9.87,847,169,52,1,15.824677,3.157462,1,0,0,1,0,0,0,0,0,1,0,0,0
237,1ÀÎ¿ë ±âºÐ,#¼Ó¿ïÀ½,3,2017.11.13,47660,9.88,709,146,101,1,14.876206,3.063366,1,0,0,1,0,0,0,0,0,1,0,0,0
238,1ÀÎ¿ë ±âºÐ,¿¬Àç °øÁö,4,2017.12.24,36450,9.87,551,119,0,1,15.116598,3.264746,1,0,0,1,0,0,0,0,0,1,0,0,0
239,ÁÁ¾ÆÇÏ´ÂºÎºÐ,1,1,2017.04.04,83125,9.75,450,151,87,1,5.413534,1.816541,0,0,1,0,0,0,0,1,1,0,0,0,0
240,ÁÁ¾ÆÇÏ´ÂºÎºÐ,2,2,2017.04.18,52645,9.92,250,74,47,1,4.748789,1.405642,0,0,1,0,0,0,0,1,1,0,0,0,0
241,ÁÁ¾ÆÇÏ´ÂºÎºÐ,3,3,2017.05.02,40610,9.9,186,57,24,1,4.580153,1.403595,0,0,1,0,0,0,0,1,1,0,0,0,0
242,ÁÁ¾ÆÇÏ´ÂºÎºÐ,4,4,2017.05.12,35268,9.95,201,71,25,1,5.699217,2.013156,0,0,1,0,0,0,0,1,1,0,0,0,0
243,ÁÁ¾ÆÇÏ´ÂºÎºÐ,5,5,2017.05.23,47575,9.93,240,79,49,1,5.044666,1.660536,0,0,1,0,0,0,0,1,1,0,0,0,0
244,³» ·ë¸ÞÀÌÆ®´Â ¸¶³×Å·,1_,1,2019.09.07,102143,9.66,642,837,61,1,6.285306,8.194394,0,0,1,0,0,1,0,0,1,0,0,0,0
245,³» ·ë¸ÞÀÌÆ®´Â ¸¶³×Å·,2_,2,2019.09.14,83821,9.8,544,727,36,1,6.49002,8.673244,0,0,1,0,0,1,0,0,1,0,0,0,0
246,³» ·ë¸ÞÀÌÆ®´Â ¸¶³×Å·,3_,3,2019.09.21,73834,9.75,497,653,20,1,6.731316,8.844164,0,0,1,0,0,1,0,0,1,0,0,0,0
247,³» ·ë¸ÞÀÌÆ®´Â ¸¶³×Å·,4_,4,2019.09.28,69665,9.7,468,621,35,1,6.717864,8.914089,0,0,1,0,0,1,0,0,1,0,0,0,0
248,³» ·ë¸ÞÀÌÆ®´Â ¸¶³×Å·,5_,5,2019.10.14,66449,9.71,447,568,30,1,6.726964,8.547909,0,0,1,0,0,1,0,0,1,0,0,0,0
249,¸Ó¸®Ä«¶ôÀ» »ÌÀ¸¸é,ÇÁ·Ñ·Î±×,1,2018.10.17,80358,9.84,294,216,29,1,3.658628,2.687971,0,0,1,0,0,1,0,0,0,0,1,0,0
250,¸Ó¸®Ä«¶ôÀ» »ÌÀ¸¸é,1È­ - °³ÇÐ (1),2,2018.10.24,77605,9.84,231,164,21,1,2.976612,2.113266,0,0,1,0,0,1,0,0,0,0,1,0,0
251,¸Ó¸®Ä«¶ôÀ» »ÌÀ¸¸é,2È­ - °³ÇÐ (2),3,2018.10.31,51926,9.68,234,131,13,1,4.506413,2.522821,0,0,1,0,0,1,0,0,0,0,1,0,0
252,¸Ó¸®Ä«¶ôÀ» »ÌÀ¸¸é,3È­ - °³ÇÐ (3),4,2018.11.07,45514,9.79,216,126,19,1,4.745793,2.768379,0,0,1,0,0,1,0,0,0,0,1,0,0
253,¸Ó¸®Ä«¶ôÀ» »ÌÀ¸¸é,4È­ - °³ÇÐ (4),5,2018.11.14,43706,9.78,209,126,9,1,4.781952,2.882899,0,0,1,0,0,1,0,0,0,0,1,0,0
254,Å³¸µÅ¸ÀÓ,* Æ÷ÅÙ¾÷ °¨»ç °øÁö *,1,2019.01.04,51263,9.66,157,114,27,1,3.062638,2.223826,0,0,1,0,0,1,0,0,0,0,1,0,0
255,Å³¸µÅ¸ÀÓ,¿¹°íÆí,2,2019.01.30,58304,9.86,445,169,63,1,7.632409,2.8986,0,0,1,0,0,1,0,0,0,0,1,0,0
256,Å³¸µÅ¸ÀÓ,Á¦1È­ - ¸ØÃçÁø ½Ã°£,3,2019.02.06,47748,9.79,332,151,51,1,6.953171,3.162436,0,0,1,0,0,1,0,0,0,0,1,0,0
257,Å³¸µÅ¸ÀÓ,Á¦2È­ - ¿¬¶ô,4,2019.02.13,29634,9.91,399,124,41,1,13.464264,4.184383,0,0,1,0,0,1,0,0,0,0,1,0,0
258,Å³¸µÅ¸ÀÓ,Á¦3È­ - ¹Ù²ï °ú°Å,5,2019.02.20,27818,9.9,291,123,45,1,10.460853,4.421598,0,0,1,0,0,1,0,0,0,0,1,0,0
259,¿À´Ãµµ ÇÚµå¸ÞÀÌµå!,¿À´Ãµµ ÇÚµå¸ÞÀÌµå!,1,2016.04.05,70266,9.88,624,518,26,1,8.88054,7.371986,1,0,0,1,0,0,0,0,0,0,0,0,0
260,¿À´Ãµµ ÇÚµå¸ÞÀÌµå!,µå·Ð¿öÅ© ÀÚ¼ö ¼Õ¼ö°Ç Æí,2,2016.04.08,70905,9.87,578,419,28,1,8.151752,5.909315,1,0,0,1,0,0,0,0,0,0,0,0,0
261,¿À´Ãµµ ÇÚµå¸ÞÀÌµå!,Å©·Î¼Î¸¦ µ¡´í Ãµ ÄÉÀÌ½º Æí,3,2016.04.15,59450,9.88,571,429,28,1,9.60471,7.216148,1,0,0,1,0,0,0,0,0,0,0,0,0
262,¿À´Ãµµ ÇÚµå¸ÞÀÌµå!,Ãß¾ïÀÚÅõ¸®ÀÇ ¹«¸­´ã¿ä Æí,4,2016.04.22,53274,9.87,630,471,35,1,11.825656,8.841086,1,0,0,1,0,0,0,0,0,0,0,0,0
263,¿À´Ãµµ ÇÚµå¸ÞÀÌµå!,ÂÉÄÚ¸¦ ´àÀº ÂÉÄÚÀÎÇü Æí,5,2016.04.29,51874,9.87,636,474,36,1,12.260477,9.137526,1,0,0,1,0,0,0,0,0,0,0,0,0
