제목,장르,에피소드,옴니버스,스토리,일상,개그,판타지,액션,드라마,순정,감성,스릴러,시대극,스포츠,좋아요,별점,정식연재
인디뽀뽀요,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,7,9.58,0
인디언,드라마,0,0,1,0,0,0,0,1,0,0,0,0,0,183,9.76,0
인문학 거저보기 ~서양철학편~,옴니버스,0,1,0,0,1,0,0,0,0,0,0,1,0,"2,297",9.93,0
인버스,드라마,0,0,1,0,0,0,0,1,0,0,1,0,0,837,9.86,0
인비트윈,판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,735,9.49,0
인삼류,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,669,9.47,0
인생 삼파전,개그,0,0,1,0,1,0,0,0,1,0,0,0,0,87,9.74,0
인생막장,드라마,0,0,1,0,0,0,0,1,0,0,1,0,0,190,9.02,0
인생맛집,옴니버스,0,1,0,1,0,0,0,0,0,0,0,0,0,"3,631",9.89,0
인생사진,판타지,0,1,0,0,0,1,0,1,0,0,0,0,0,"1,646",9.69,0
인생은 너울너울,드라마,0,1,0,1,0,0,0,1,0,0,0,0,0,655,9.65,0
인생은꿈맛,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,141,9.35,0
인생팔이청년,감성,0,0,1,0,0,0,0,1,0,1,0,0,0,"3,132",9.85,0
인섹터,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,33,9.58,0
인수니즘 코믹스,드라마,0,1,0,0,0,1,0,1,0,0,0,0,0,434,9.79,0
인어를 위한 수영교실,순정,0,0,1,0,0,1,0,0,1,0,0,0,0,"5,724",9.9,1
인어의 연못,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,"8,370",9.88,0
인연입니까?,판타지,0,0,1,0,0,1,0,0,1,0,0,0,0,"1,139",9.7,0
인절미,일상,0,0,1,1,0,0,0,0,1,0,0,0,0,"1,032",9.85,0
인터뷰,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,27,6.19,0
인형의 꿈,드라마,0,0,1,0,0,0,1,1,0,0,0,0,0,"1,005",9.82,0
인형의주인,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,7,9.25,0
일기장,순정,0,0,1,0,0,0,0,0,1,0,0,0,0,"8,213",9.88,0
일단은 프리터 입니다.,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,264,9.71,0
일리티이아의 심장,스토리,0,0,1,0,0,1,0,0,1,0,0,0,0,69,9.8,0
일상 로맨스,일상,0,1,0,1,0,0,0,0,0,1,0,0,0,"1,858",9.85,0
일상견문록,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,758,9.86,0
일상공포,스토리,0,0,1,0,0,0,1,0,0,0,1,0,0,248,9.25,0
일상을 지켜라,일상,0,1,0,1,0,1,0,0,0,0,0,0,0,"2,043",9.88,0
일상중의 일상툰,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,272,9.24,0
일어나보니 치킨,판타지,0,0,1,0,1,1,0,0,0,0,0,0,0,"2,955",9.86,0
일요극장,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,"1,586",9.85,0
일주일 지구체험,판타지,0,0,1,1,0,1,0,0,0,0,0,0,0,545,9.77,0
일찍 자고 일찍 일어나기,일상,0,0,1,1,1,0,0,0,0,0,0,0,0,"8,421",9.9,0
일코선생,드라마,0,0,1,0,0,0,0,1,1,0,0,0,0,"3,517",9.88,0
일타쌍피 -흑-,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,"3,376",9.81,0
잃어버린 시간을 드립니다,판타지,0,0,1,0,0,1,0,1,0,0,0,0,0,"1,994",9.86,0
있는 집 자식들,드라마,0,0,1,0,1,0,0,1,0,0,0,0,0,"1,564",9.75,0
잉문학,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,337,9.84,0
잉여특공대,스토리,0,0,1,0,0,1,0,1,0,0,0,0,0,"10,917",9.88,1
잉코무뚜,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,5,9.56,0
잊을 수 있을까,드라마,0,0,1,0,0,0,0,1,0,0,1,0,0,"1,716",9.55,0
잊지 말아요,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,"5,148",9.86,0
잊지않아,판타지,0,0,1,1,0,1,0,0,0,0,0,0,0,"1,905",9.55,0
자각몽,판타지,0,0,1,0,0,1,0,1,0,0,0,0,0,"3,411",9.89,0
자갈치땅콩,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,"1,430",9.86,0
자게 해줘!,스토리,0,0,1,0,0,0,0,0,1,0,1,0,0,334,9.51,0
자본주의가 낳은 괴물,에피소드,1,0,0,0,0,0,1,0,0,0,0,0,0,226,9.02,0
자살방지위원회,감성,0,0,1,0,0,0,0,0,0,1,0,0,0,"2,992",9.9,0
자유부인,에피소드,1,0,0,0,1,0,0,0,0,1,0,0,0,"1,569",9.86,0
자유의 경계,스토리,0,0,1,0,0,0,1,0,0,0,1,0,0,"1,168",9.8,0
자이언트(THE HERO),액션,0,0,1,0,0,0,1,0,0,0,0,0,0,75,9.73,0
자작 보드게임 동아리,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,"3,051",9.75,0
자전거 도둑,스포츠,0,0,1,0,1,0,0,0,0,0,0,0,1,114,7.72,0
자체공강,스토리,0,0,1,0,0,1,0,0,1,0,0,0,0,"12,820",9.86,0
자취방의 금수들,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,28,9.68,0
자취주부男 만화일기 / 금속문어,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,22,9.76,0
작살패러디,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,11,9.13,0
잔액이 부족합니다,옴니버스,0,1,0,1,1,0,0,0,0,0,0,0,0,"3,710",9.9,0
"잘가, 좋은 아침이야",감성,0,0,1,0,0,0,0,0,1,1,0,0,0,"24,388",9.87,0
잘먹는 가,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,"5,180",9.77,0
잘지내나요?,일상,0,1,0,1,0,0,0,0,0,1,0,0,0,775,9.8,0
잠이오냐,옴니버스,0,1,0,0,0,0,0,0,0,0,0,0,0,26,9.76,0
잠자던 숲속의 공주,판타지,0,0,1,0,0,1,0,1,0,0,0,0,0,"2,210",9.66,0
잡았다,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,21,9.69,0
잡초이야기,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,15,9.67,0
장르 섞인 만화,순정,1,0,0,0,1,0,0,0,1,0,0,0,0,757,9.75,0
장인의 나라,스릴러,0,0,1,0,0,0,1,0,0,0,1,0,0,89,9.84,0
재건! 마왕성,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,"1,250",9.87,0
재미개발,드라마,1,0,0,1,0,0,0,1,0,0,0,0,0,726,9.82,0
재온,옴니버스,0,1,0,0,0,0,0,1,0,1,0,0,0,101,9.79,0
재와 먼지의 시,스토리,0,0,1,0,0,1,0,1,0,0,0,0,0,182,9.79,0
재테크는 스크루지,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,884,9.76,0
잭(J.a.c.k),판타지,0,0,1,0,0,1,0,0,1,0,0,0,0,"1,100",9.2,0
잭과콩나물!!,옴니버스,0,1,0,0,0,0,0,0,0,0,0,0,0,69,9.45,0
잿빛악마,개그,0,0,1,0,1,1,0,0,0,0,0,0,0,102,9.85,0
저는 용사님이 아닌데요!,스토리,0,0,1,0,0,1,0,0,1,0,0,0,0,"2,084",9.69,0
저도 편집자는 처음이라,일상,1,0,0,1,0,0,0,1,0,0,0,0,0,107,9.59,0
저리가요 마왕씨,옴니버스,0,1,0,0,1,1,0,0,0,0,0,0,0,"3,469",9.86,0
저스트 나우,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,10,9.57,0
저승 화랑 이야기,개그,0,0,1,0,1,1,0,0,0,0,0,0,0,"3,902",9.9,0
저승 화랑전,판타지,0,0,1,0,1,1,0,0,0,0,0,0,0,"4,666",9.9,0
저승길잡이,판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,"1,933",9.9,0
저승사자 이야기,시대극,0,0,1,0,0,1,0,0,0,0,0,1,0,"3,477",9.85,0
저승의 간섭,옴니버스,0,1,0,0,0,0,0,0,0,0,0,0,0,14,9.66,0
저승탈출 넘버원,판타지,0,0,1,0,0,1,0,0,0,1,0,0,0,173,9.23,0
저승파견고용직,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,"25,696",9.89,0
저주라는이름의축복,스토리,0,0,1,0,0,1,0,0,0,0,0,0,0,"1,566",9.86,0
저주를 걸어드립니다.,에피소드,1,0,0,0,0,1,0,0,0,0,0,0,0,"1,023",9.87,0
저주상인,판타지,0,1,0,0,0,1,0,0,0,0,0,1,0,66,9.76,0
저주와 별가루,순정,0,0,1,0,0,1,0,0,1,0,0,0,0,"4,329",9.74,0
저주인형,스토리,0,0,1,1,0,1,0,0,0,0,0,0,0,"1,591",9.89,0
저편의 그림자,액션,0,0,1,0,0,0,1,0,0,0,0,0,0,158,9.79,0
적막소녀,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,"1,995",9.86,0
적절한 교환일기,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,"1,964",9.85,0
전기수,에피소드,1,0,0,0,0,1,1,0,0,0,0,0,0,"1,029",9.86,0
전기수 VLog,시대극,0,0,1,0,0,0,0,1,0,0,0,1,0,81,7.74,0
전달자,스토리,0,0,1,0,1,1,0,0,0,0,0,0,0,384,9.31,0
전송,스릴러,0,0,1,0,0,0,0,1,0,0,1,0,0,467,9.2,0
전염소녀,감성,0,0,1,0,0,0,0,1,0,1,0,0,0,"4,641",9.86,0
전지적 악녀 시점,드라마,0,0,1,0,0,0,0,1,1,0,0,0,0,319,8.81,0
전지적귀신시점,일상,0,0,1,1,0,0,0,0,0,0,0,0,0,"1,039",9.88,0
전지적덕후시점,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,"2,297",9.67,0
절교여행,스토리,0,0,1,1,0,0,0,1,0,0,0,0,0,589,9.82,0
절대신의 유희,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,"7,223",9.85,0
절망 에스프레소,판타지,0,0,1,0,0,1,0,1,0,0,0,0,0,810,9.87,0
점성술사,판타지,0,0,1,0,0,1,0,1,0,0,0,0,0,169,9.61,0
점심식탁,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,912,9.85,0
점심을 위하여,일상,1,0,0,1,0,0,1,0,0,0,0,0,0,55,9.27,0
점핑오버,스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,529,9.7,1
정귀괴담록,판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,"1,036",9.86,0
정글라이프,일상,1,0,0,1,0,0,0,0,0,1,0,0,0,273,9.84,0
정글짐 위에 올라,판타지,0,0,1,0,0,1,0,1,0,0,0,0,0,"2,820",9.89,0
정령왕즈,스토리,0,0,1,0,0,1,0,0,0,0,0,0,0,"9,045",9.88,0
정불고교,판타지,0,0,1,1,0,1,0,0,0,0,0,0,0,103,9.43,0
정사도 [Saintly Dozen],스토리,0,0,1,0,0,1,0,0,0,0,0,0,0,142,8.08,0
정상 컴플렉스,스토리,0,0,1,0,1,0,0,0,0,1,0,0,0,"1,775",9.87,0
정상이되고싶어,순정,0,0,1,0,0,0,1,0,1,0,0,0,0,"2,980",9.86,0
정스 스토리,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,430,9.4,0
정씨 남매,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,18,9.76,0
정의를 위한 나라,시대극,0,0,1,0,0,0,0,0,0,0,1,1,0,429,9.48,0
정팔이는 엄마,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,72,9.76,0
제 소원을 들어주세요!,감성,0,0,1,1,0,0,0,0,0,1,0,0,0,"4,824",9.9,0
제가 그냥 보라색을 좋아하는데요 (제.그.보.),일상,0,1,0,1,0,1,0,0,0,0,0,0,0,954,9.86,0
제목이 7080 만화,에피소드,1,0,0,0,1,0,0,1,0,0,0,0,0,"2,393",9.9,0
제왕의조건,스토리,0,0,1,0,0,1,0,0,0,0,0,0,0,161,9.81,0
제임스 널 저주해 그리고 사랑해,드라마,0,0,1,0,0,0,0,1,0,1,0,0,0,"1,250",9.66,0
제제와 함께,에피소드,1,0,0,1,0,0,0,1,0,0,0,0,0,"1,444",9.83,0
제카y 제카툰,일상,0,1,0,1,1,0,0,0,0,0,0,0,0,891,9.81,0
제페토,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,31,9.66,0
젠체스토리,에피소드,1,0,0,1,0,0,0,0,0,1,0,0,0,141,9.37,0
젤라 유니버스,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,"1,514",9.88,0
젤리빈 하우스,판타지,0,0,1,0,0,1,0,0,0,0,0,0,0,"1,495",9.8,0
조각일기,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,103,9.77,0
조국이 당신을 원한다,개그,0,0,1,1,1,0,0,0,0,0,0,0,0,836,9.89,0
조금 더 가까이,일상,0,0,1,1,0,0,0,1,0,0,0,0,0,"1,475",9.85,0
조금 수상한 연애시뮬레이션,에피소드,1,0,0,0,1,0,0,0,1,0,0,0,0,"2,537",9.83,0
조립식,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8.2,0
조선귀변사,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,451,9.56,0
조선명탐정 진현군,옴니버스,0,1,0,0,0,0,0,0,0,0,0,0,0,56,9.77,0
조선의함대,드라마,0,0,1,0,0,0,0,1,0,0,0,1,0,49,9.56,0
조선좀비,스토리,0,0,1,0,0,1,0,0,0,0,0,0,0,106,9.79,1
조선타임트래블,옴니버스,0,1,0,0,0,1,0,0,0,0,0,0,0,"1,083",9.84,0
조선협객유랑기,스토리,0,0,1,0,0,0,1,0,0,0,0,1,0,36,9.78,0
조조할인,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,"2,590",9.87,0
존버닥터,옴니버스,0,1,0,0,0,0,0,1,0,1,0,0,0,"1,608",9.75,0
졸래동화,스토리,0,0,1,0,1,0,0,0,0,0,0,0,0,"3,894",9.83,0
졸렬☆다이나믹,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,"2,533",9.9,0
좀비 패밀리,옴니버스,0,1,0,0,1,1,0,0,0,0,0,0,0,"14,101",9.88,0
좀비가 된 세상에서 마법사는,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,481,9.32,0
좀비랜드,스릴러,0,0,1,0,0,0,1,0,0,0,1,0,0,"1,366",9.56,0
좀비를 위한 나라는 없다,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,75,9.66,1
좀비신드롬,스토리,0,0,1,0,0,0,0,0,1,0,1,0,0,"2,682",9.85,0
좀비의 순정,스릴러,0,0,1,0,0,0,0,0,1,0,1,0,0,108,9.51,0
좀비인간,스릴러,0,0,1,0,0,1,0,0,0,0,1,0,0,301,9.6,0
종말의 왕국,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,55,9.57,0
종이를 주웠다,판타지,0,0,1,0,0,1,0,0,1,0,0,0,0,"1,292",9.65,0
종이비행기를 날리면,스토리,0,0,1,0,0,1,0,0,1,0,0,0,0,"5,480",9.83,0
좋아하는거 참으면 병나요!,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,"1,779",9.71,0
좋아하는부분,드라마,0,0,1,0,0,0,0,1,1,0,0,0,0,989,9.87,1
좋운날,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,"9,177",9.9,0
좋은 꿈 꾸세요,스토리,0,0,1,0,0,1,0,1,0,0,0,0,0,"1,988",9.89,0
좋은개 나쁜개 이상한개,감성,1,0,0,1,0,0,0,0,0,1,0,0,0,613,9.79,0
좋은날,감성,0,0,1,0,0,0,0,0,1,1,0,0,0,"2,374",9.83,0
죄를 삼키는 들꽃,감성,0,0,1,0,0,0,0,0,0,1,0,0,0,98,9.78,0
주간도시기담,개그,0,1,0,0,1,0,0,0,0,0,1,0,0,246,9.19,0
주경야dog,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,"1,038",9.84,0
주근깨 가쵸,스토리,0,0,1,0,0,1,0,0,0,0,0,1,0,136,9.66,0
주름진 사장님,옴니버스,0,1,0,1,1,0,0,0,0,0,0,0,0,652,9.51,0
주말엔 보랏빛 향기,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,"2,648",9.72,0
주부 1.5단,일상,1,0,0,1,0,0,0,0,0,1,0,0,0,"1,586",9.84,0
주작작 주주작,액션,0,0,1,0,0,1,1,0,0,0,0,0,0,"2,755",9.67,0
주저드,판타지,0,0,1,0,0,1,1,0,0,0,0,0,0,421,9.36,0
주전부리,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,"1,720",9.86,0
주짓수와 고양이,스포츠,1,0,0,1,0,0,0,0,0,0,0,0,1,"1,392",9.68,0
죽 쑨 만화,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,783,9.81,0
죽고 못사는 남매,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,118,9.8,0
죽는날까지,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,745,9.89,0
죽어도 숨은 쉰다,옴니버스,0,1,0,0,0,1,0,0,0,1,0,0,0,"12,913",9.85,0
죽은 자들의 도시에서,스릴러,0,0,1,0,0,0,1,0,0,0,1,0,0,"1,295",9.72,0
죽은자를 상대하는 방법,드라마,0,0,1,0,0,0,0,1,0,0,1,0,0,"5,407",9.85,0
죽음과 동화,판타지,0,0,1,0,0,1,0,0,1,0,0,0,0,"7,413",9.88,0
죽음의 섬,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,24,9.65,0
죽지못해산다,스토리,0,0,1,1,0,1,0,0,0,0,0,0,0,"7,737",9.88,0
죽탱이,스토리,0,0,1,0,0,0,1,0,0,0,0,0,1,287,8.51,0
중간계 사우나,순정,0,0,1,0,0,1,0,0,1,0,0,0,0,"8,062",9.82,0
중고 팔레트,판타지,0,0,1,1,0,1,0,0,0,0,0,0,0,"2,169",9.84,0
중독연구소,드라마,0,1,0,0,0,0,0,1,0,1,0,0,0,"3,037",9.58,1
중등 생활 보고서,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,"5,713",8.98,0
중딩툰,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,"4,126",9.48,0
중매결혼,스토리,0,0,1,1,1,0,0,0,0,0,0,0,0,125,9.47,0
쥐인님과 나,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,"1,230",9.86,0
즉석 야구부!,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,84,9.49,0
즐거운 생활,개그,1,0,0,0,1,0,0,0,0,0,0,0,0,3,8.67,0
즐거운생활,일상,0,0,1,1,0,0,0,1,0,0,0,0,0,324,8.06,0
지구를 움직이는 소년들,개그,0,0,1,1,1,0,0,0,0,0,0,0,0,399,9.77,0
지구방위 연구소,옴니버스,0,1,0,0,0,0,0,0,0,0,0,0,0,31,9.74,0
지구별통신,스토리,0,0,1,0,0,0,0,0,0,1,0,0,0,62,9.66,0
지구와 사람과 동물,감성,0,1,0,0,1,0,0,0,0,1,0,0,0,"5,966",9.88,0
지구의 태엽,드라마,0,0,1,0,0,0,0,1,0,0,1,0,0,"1,121",9.85,0
지구인,스토리,0,0,1,0,0,0,1,0,0,0,1,0,0,56,9.77,0
지구인입니다,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,"9,251",9.88,0
지구평화,스토리,0,0,1,1,0,0,0,0,0,1,0,0,0,154,9.53,0
지극히 평범한 생활,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,"8,041",9.9,0
지금만큼은,순정,0,0,1,0,0,1,0,0,1,0,0,0,0,"1,260",9.89,0
지금은 37.2도,드라마,0,0,1,0,0,0,0,1,1,0,0,0,0,"10,039",9.75,0
지금은 가난중,에피소드,1,0,0,1,0,0,0,0,0,1,0,0,0,755,9.86,0
지금은 여관주인!!,스토리,0,0,1,0,1,1,0,0,0,0,0,0,0,"2,809",9.9,0
지나온 길,감성,0,0,1,0,0,0,0,1,0,1,0,0,0,989,9.38,0
지나치게 달콤한,순정,0,0,1,0,0,0,0,1,1,0,0,0,0,"4,037",9.85,0
지나툰,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,7,9.46,0
지독한악연,개그,0,0,1,0,1,0,0,1,0,0,0,0,0,94,8.56,0
"지몽, 선 너머의 나",판타지,0,0,1,0,0,1,0,0,1,0,0,0,0,"2,195",9.6,0
지박령 브레이크,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,64,9.79,0
지상최강고3히어로,에피소드,1,0,0,1,0,0,1,0,0,0,0,0,0,"1,328",9.87,0
지신전,스토리,0,0,1,0,0,1,0,0,0,0,0,1,0,33,8.7,0
지오코소 가난뱅이,스토리,0,0,1,1,0,0,0,1,0,0,0,0,0,"2,134",9.89,0
지옥문,옴니버스,0,1,0,0,0,0,0,0,0,0,1,0,0,"1,162",9.85,0
지옥의 주인,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,84,9.2,0
지울 수 있을까?,스토리,0,0,1,0,0,1,0,1,0,0,0,0,0,"5,370",9.89,0
지천명 단편집,옴니버스,0,1,0,0,1,0,0,0,0,0,0,0,0,171,9.74,0
지켜라! 밥그릇,판타지,0,0,1,0,1,1,0,0,0,0,0,0,0,703,9.85,0
지켜라!여의주!,스토리,0,0,1,0,0,1,0,0,1,0,0,0,0,"3,682",9.71,0
지켜주지못해서미안해,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,556,9.86,0
지호의 기묘한 원룸,옴니버스,0,1,0,0,0,0,0,0,0,0,0,0,0,34,9.64,0
직업 : 며느리,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,681,9.5,0
진부한 로맨스는 영원히.,옴니버스,0,1,0,0,0,0,0,0,0,0,0,0,0,166,9.77,0
진실게임,판타지,0,0,1,0,0,1,0,1,0,0,0,0,0,"7,036",9.86,0
진주전,판타지,0,0,1,0,0,1,0,0,0,0,0,0,0,145,9.86,0
진지 드셨어요?,스토리,0,0,1,0,1,0,0,0,1,0,0,0,0,"1,611",9.76,0
진지한 고교생!!,개그,0,1,0,1,1,0,0,0,0,0,0,0,0,"2,818",9.8,0
진짜 다 이루어줘,스토리,0,0,1,0,0,1,0,0,1,0,0,0,0,660,9.14,0
진짜여군,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,"2,314",9.88,0
질주,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,295,9.75,0
짐승뎐,시대극,0,0,1,0,0,0,0,0,1,0,0,1,0,"3,260",9.87,0
짐승의 맛,스토리,0,0,1,0,0,1,0,0,0,0,1,0,0,331,9.82,0
짐승의 이빨처럼,스토리,0,0,1,0,0,0,1,1,0,0,0,0,0,169,8.44,0
집순이에 대하여,일상,1,0,0,1,0,0,0,0,0,0,0,0,0,"2,534",9.76,0
집에가고싶다,개그,1,1,0,1,1,0,0,0,0,0,0,0,0,"3,088",9.9,0
짜이타임,에피소드,1,0,0,1,0,0,0,0,0,0,0,0,0,353,9.87,0
짝사랑 기승전결,스토리,0,0,1,0,0,0,0,1,0,1,0,0,0,42,9.8,0
짠이쨍아,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,70,9.66,0
쩜오라이프,에피소드,1,0,0,1,0,0,0,1,0,0,0,0,0,"5,521",9.87,0
찌의일찌,일상,0,1,0,1,1,0,0,0,0,0,0,0,0,569,9.68,0
찌질라이프,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,104,9.37,0
찌질이의 아프리카 라이프,일상,0,1,0,1,1,0,0,0,0,0,0,0,0,"1,178",9.89,0
찔레꽃 그너머,시대극,0,0,1,1,0,0,0,0,0,0,0,1,0,525,9.86,0
차가움에게 은총을,스토리,0,0,1,0,0,0,0,1,0,1,0,0,0,768,9.83,0
차원의 소녀,판타지,0,0,1,0,0,1,0,0,1,0,0,0,0,"7,043",9.89,0
차원이동전문 환상부동산,순정,0,0,1,0,0,1,0,0,1,0,0,0,0,266,9.78,0
착한남자 김우진,스토리,0,0,1,0,1,0,0,1,0,0,0,0,0,728,8.32,0
찬란의 날,스토리,0,0,1,1,0,0,0,0,0,0,1,0,0,540,9.83,0
찬란하게 드리우다,드라마,0,0,1,0,0,1,0,1,0,0,0,0,0,"2,866",9.87,0
찬란하지 않아도 괜찮아,스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,"1,528",9.8,1
참 잘했어요!,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,14,9.67,0
참새는 새신부!,개그,0,0,1,0,1,0,0,0,1,0,0,0,0,332,9.8,1
"참아줘요, 마리안느!",드라마,0,1,0,0,0,0,0,1,1,0,0,0,0,322,9.41,0
창공의 벨로보그,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,5,9.7,0
채똘일기,일상,1,0,0,1,1,0,0,0,0,0,0,0,0,"1,429",9.59,0
채소담,에피소드,1,0,0,1,0,0,0,0,0,1,0,0,0,398,9.71,0
채식주의자의 애완채소,스토리,0,0,1,0,0,0,0,1,0,0,1,0,0,"5,521",9.86,0
채채쓰의 웃픈일기,개그,0,1,0,1,1,0,0,0,0,0,0,0,0,906,9.86,0
처음이잖아,감성,0,0,1,0,0,0,0,1,0,1,0,0,0,152,9.53,0
천개의 소원,스토리,0,0,1,0,0,0,0,1,1,0,0,0,0,"9,970",9.86,0
천년구미호,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,532,9.78,1
천사는 야옹,일상,0,1,0,1,0,1,0,0,0,0,0,0,0,"1,538",9.9,0
천사라네,판타지,0,0,1,0,0,1,0,0,1,0,0,0,0,504,9.81,0
천사에게는 날개가 없다,순정,0,0,1,0,0,1,0,0,1,0,0,0,0,"1,602",9.87,0
천상대전,스토리,0,0,1,0,0,0,1,0,0,0,0,0,0,"2,897",9.87,0
천상열차분야지도,판타지,0,0,1,0,0,1,0,0,0,0,0,0,0,"2,882",9.87,0
천상의 전령사,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,292,9.48,0
천연(天緣),스토리,0,0,1,0,0,1,0,0,1,0,0,0,0,257,9.78,0
천원일기,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,15,9.7,0
천지해,스토리,0,0,1,0,0,1,0,0,0,0,0,0,0,528,9.86,0
천진난만 알바인생,개그,1,0,0,1,1,0,0,0,0,0,0,0,0,"8,891",9.89,0
천진난만 하루,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,"2,219",9.9,0
천짜의 동동다리,에피소드,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6.87,0
천체의 성,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,14,9.55,0
천하무적 칠남매,개그,0,1,0,0,1,0,0,1,0,0,0,0,0,98,9.75,0
천화,시대극,0,0,1,0,0,0,0,0,1,0,0,1,0,452,9.83,0
철가방 익스프레스,스토리,0,0,1,0,0,0,0,0,0,0,0,0,0,33,9.65,0
철수는영희를사랑해,스토리,0,0,1,0,0,0,0,0,1,1,0,0,0,162,9.86,0
철수이야기,드라마,0,0,1,1,0,0,0,1,0,0,0,0,0,457,9.89,0
철없는 수의대생의 일상,에피소드,1,0,0,1,1,0,0,0,0,0,0,0,0,"6,156",9.89,0
철의 낙원,스토리,0,0,1,0,0,1,1,0,0,0,0,0,0,415,9.05,0
청부업자와 소년의 이야기,감성,0,0,1,0,0,0,1,0,0,1,0,0,0,841,9.88,0
청사나이,개그,0,1,0,0,1,0,0,1,0,0,0,0,0,"2,566",9.84,0
청소년들의 사랑,순정,0,1,0,0,0,0,0,0,1,0,0,0,0,631,9.61,0
청춘갱신,드라마,0,0,1,0,0,0,0,1,1,0,0,0,0,"1,751",9.73,0
