,À¥Å÷ Á¦¸ñ,È¸Â÷ Á¦¸ñ,È¸Â÷,µî·ÏÀÏ,Á¶È¸¼ö,È¸Â÷º° º°Á¡,º°Á¡ Âü¿©ÀÎ¿ø¼ö,ÁÁ¾Æ¿ä¼ö,Á¤½Ä¿¬Àç,Á¶È¸¼ö ´ëºñ º°Á¡Âü¿©,Á¶È¸¼ö ´ëºñ ÁÁ¾Æ¿ä
167,¿Ü¸ðÁö»óÁÖÀÇ,3È­,3,2014.08.07,64453,9.85,6722,4001,1,0.10429305075015903,0.062076241602407954
168,¿Ü¸ðÁö»óÁÖÀÇ,4È­,4,2014.08.16,38481,9.87,7407,4589,1,0.19248460279098775,0.11925365764922949
169,¿Ü¸ðÁö»óÁÖÀÇ,5È­,5,2014.08.23,28649,9.88,8895,5726,1,0.31048204125798456,0.19986736011728157
170,°í±³»ýÀ» È¯ºÒÇØ ÁÖ¼¼¿ä,ÇÁ·Ñ·Î±×,1,2017.10.27,126849,9.83,655,354,1,0.005163619736852478,0.0027907196745737056
171,°í±³»ýÀ» È¯ºÒÇØ ÁÖ¼¼¿ä,1È­ - »îÀº °è¶õ,2,2017.10.31,135517,9.8,597,329,1,0.00440535135813219,0.002427739693175026
172,°í±³»ýÀ» È¯ºÒÇØ ÁÖ¼¼¿ä,2È­ - ÀÎ»ý½ºÅ¸±×·¥,3,2017.11.02,101883,9.76,498,229,1,0.004887959718500633,0.0022476762560976805
173,°í±³»ýÀ» È¯ºÒÇØ ÁÖ¼¼¿ä,3È­ - »ç¸Á¼±°í,4,2017.11.07,87735,9.83,543,229,1,0.006189092152504702,0.002610132786231265
174,°í±³»ýÀ» È¯ºÒÇØ ÁÖ¼¼¿ä,4È­ - È¯ºÒ°í ÀÔÇÐ,5,2017.11.10,87262,9.85,551,237,1,0.006314317801563109,0.0027159588366069995
175,º°À» »ïÅ² ³Ê¿¡°Ô,1È­,1,2019.11.27,132734,9.56,470,734,1,0.003540916419304775,0.005529856705892989
176,º°À» »ïÅ² ³Ê¿¡°Ô,2È­,2,2019.12.04,84574,9.72,324,533,1,0.003830964599049353,0.006302173244732424
177,º°À» »ïÅ² ³Ê¿¡°Ô,3È­,3,2019.12.11,63768,9.63,289,489,1,0.004532053694643081,0.007668423033496424
178,º°À» »ïÅ² ³Ê¿¡°Ô,4È­,4,2019.12.18,60884,9.78,331,507,1,0.0054365678996123774,0.008327310951974247
179,º°À» »ïÅ² ³Ê¿¡°Ô,5È­,5,2019.12.25,65406,9.77,343,525,1,0.005244167201785769,0.008026786533345565
180,Çª¸¥»ç¸· ¾Æ¾Æ·ç,ÇÁ·Ñ·Î±×,1,2016.09.30,146466,9.88,794,670,1,0.00542105335026559,0.00457444048448104
181,Çª¸¥»ç¸· ¾Æ¾Æ·ç,.,2,2016.10.02,134784,9.91,730,603,1,0.005416073124406458,0.004473824786324786
182,Çª¸¥»ç¸· ¾Æ¾Æ·ç,.,3,2016.10.08,108531,9.9,704,580,1,0.00648662594097539,0.005344095235462679
183,Çª¸¥»ç¸· ¾Æ¾Æ·ç,.,4,2016.10.22,91933,9.91,696,576,1,0.007570730858342489,0.006265432434490336
184,Çª¸¥»ç¸· ¾Æ¾Æ·ç,.,5,2016.10.29,93531,9.9,639,519,1,0.006831959457292235,0.005548962376110594
185,¾î±Û¸®ÈÄµå,01. ÀÇ½ÉÀº °¡Àå Å« ¸¶À½ÀÇ ÁË´Ù¡¡,1,2017.08.22,131509,9.82,771,365,1,0.005862716620155275,0.0027754754427453633
186,¾î±Û¸®ÈÄµå,02. ¹ÌÁö¿ÍÀÇ Á¶¿ì,2,2017.08.28,85925,9.79,683,271,1,0.007948792551643876,0.003153913296479488
187,¾î±Û¸®ÈÄµå,03. ³Ê ¾ó±¼ ºÃ¾î,3,2017.09.04,68761,9.84,621,229,1,0.009031282267564462,0.003330376230712177
188,¾î±Û¸®ÈÄµå,04. ÆøÇ³ÀÇ ÀüÇÐ»ý,4,2017.09.11,61851,9.88,590,215,1,0.00953905353187499,0.003476095778564615
189,¾î±Û¸®ÈÄµå,05. Àú ¸ð½ÀÀÌ ¾îµôºÁ¼­ ¿Ü°èÀÎÀÌ´Ï,5,2017.09.18,60072,9.87,567,214,1,0.009438673591689971,0.0035623917965108536
190,³ë°ïÇÏ°³,¸Û¸ÛÀÌ°¡ ¹º°¡ Àß¸øÇßÀ»¶§ °ø°¨,1,2017.01.20,119216,9.84,698,204,1,0.005854918802845255,0.0017111797074218227
191,³ë°ïÇÏ°³,¸Û¸ÛÀÌ¿Í »êÃ¥ÇÒ ¶§ °ø°¨,2,2017.01.20,91665,9.89,689,190,1,0.007516500300005454,0.0020727649593628977
192,³ë°ïÇÏ°³,¸Û¸ÛÀÌ ¾à ¸ÔÀÏ ¶§ °ø°¨,3,2017.01.26,85146,9.93,693,173,1,0.008138961313508561,0.002031804195147159
193,³ë°ïÇÏ°³,ÇªµéÀº ¹«½Ã¹«½ÃÇÏ´Ù,4,2017.01.29,79061,9.94,691,184,1,0.008740086768444618,0.0023273168819013166
194,³ë°ïÇÏ°³,¸Û¸ÛÀÌ´Â ¿µ¾÷ÀÇ ½Å!,5,2017.02.14,72874,9.91,699,171,1,0.009591898345088784,0.0023465159041633505
195,²¿¸ÍÀÌ¸¦ ºÎÅ¹ÇØ!,1È­ ÁÁ¾ÆÇÏ´Â »ç¶÷ÀÌ »ý°å¾î,1,2018.12.03,135927,9.84,1144,756,1,0.008416282269159182,0.005561808912136662
196,²¿¸ÍÀÌ¸¦ ºÎÅ¹ÇØ!,2È­ ÁÁÀº »ç¶÷ÀÎ°¡ º¸´Ù,2,2018.12.10,92169,9.88,1177,686,1,0.01277002028881728,0.007442849548112706
197,²¿¸ÍÀÌ¸¦ ºÎÅ¹ÇØ!,3È­ ½ÅÈ¯È¸ ³ª¿Ã °Å¾ß?,3,2018.12.17,82456,9.84,1074,613,1,0.013025128553410304,0.007434267973222082
198,²¿¸ÍÀÌ¸¦ ºÎÅ¹ÇØ!,4È­ Á¤¸» ¾îÁö°£È÷ ±ÞÇß³ª º¸±º,4,2018.12.24,77077,9.86,1051,583,1,0.013635714934416234,0.0075638647067218494
199,²¿¸ÍÀÌ¸¦ ºÎÅ¹ÇØ!,5È­ ¹øÈ£ ¾Ë·ÁÁà,5,2018.12.31,73677,9.89,1070,573,1,0.01452284973600988,0.007777189624984731
200,¸ðÁÒÀÇ ÀÏÁö,01 »õÇØ¸¦ ¸ÂÀº ¸¸È­,1,2019.01.24,90691,9.77,487,353,1,0.005369882347752258,0.003892337718185928
201,¸ðÁÒÀÇ ÀÏÁö,02 ±âÅ¸ »ê ¸¸È­,2,2019.01.30,65417,9.81,421,235,1,0.006435635996759252,0.0035923383829891313
202,¸ðÁÒÀÇ ÀÏÁö,03 ¿µÈ­ º£³ð º» ¸¸È­,3,2019.02.06,50845,9.9,382,191,1,0.007513029796440161,0.0037565148982200806
203,¸ðÁÒÀÇ ÀÏÁö,04 °í¾çÀÌ º´¿ø µ¥·Á°£ ¸¸È­,4,2019.02.13,50272,9.85,376,180,1,0.007479312539783577,0.0035805219605346914
204,¸ðÁÒÀÇ ÀÏÁö,05 ÅÐÀá¿Ê »ê ¸¸È­,5,2019.02.19,40266,9.77,229,150,1,0.0056871802513286645,0.0037252272388615705
205,"È¥¹ä, È¥¼ú, È¥ÀÚ »ç´Â ÀÌ¾ß±â",00. È¥ÀÚ »ì±â·Î °á½ÉÇÏ´Ù,1,2017.04.07,137345,9.9,856,228,1,0.006232480250464159,0.0016600531508245658
206,"È¥¹ä, È¥¼ú, È¥ÀÚ »ç´Â ÀÌ¾ß±â",01. Ã¹°æÇè,2,2017.04.15,120201,9.9,825,205,1,0.006863503631417376,0.001705476659927954
207,"È¥¹ä, È¥¼ú, È¥ÀÚ »ç´Â ÀÌ¾ß±â",02. ¸ÕÁö°¡ ¹ºÁö,3,2017.04.23,95321,9.92,749,169,1,0.007857659907050913,0.0017729566412437972
208,"È¥¹ä, È¥¼ú, È¥ÀÚ »ç´Â ÀÌ¾ß±â",03. °³¶û »ç´Â ÀÌ¾ß±â,4,2017.04.30,84732,9.93,849,184,1,0.01001982721994052,0.002171552660152009
209,"È¥¹ä, È¥¼ú, È¥ÀÚ »ç´Â ÀÌ¾ß±â",04. ÀÚÃëÇÏ¸é ÁÁÀºÁ¡,5,2017.05.07,83935,9.95,902,184,1,0.010746410913206649,0.0021921725144457022
210,Å¾ÄÚ³Ê,Æ÷ÅÙ¾÷ °øÁö,1,2018.09.28,72799,8.53,222,67,1,0.0030494924380829406,0.000920342312394401
211,Å¾ÄÚ³Ê,1È­. ±â´ë,2,2018.10.26,104548,8.36,347,103,1,0.0033190496231396104,0.0009851934039866856
212,Å¾ÄÚ³Ê,2È­. ¹ß°ß,3,2018.11.02,71759,8.53,293,77,1,0.004083111526080352,0.0010730361348402291
213,Å¾ÄÚ³Ê,3È­. ¿¬½À°æ±â(1),4,2018.11.09,61083,8.64,294,64,1,0.004813123127547763,0.001047754694432166
214,Å¾ÄÚ³Ê,4È­. ¿¬½À°æ±â(2),5,2018.11.16,50686,9.0,300,64,1,0.00591879414433966,0.0012626760841257941
215,¾ÇÃë,1È­,1,2018.10.10,156252,9.53,259,136,1,0.0016575787829915777,0.0008703888590226045
216,¾ÇÃë,2È­,2,2018.10.17,95964,9.38,117,60,1,0.0012192072027010128,0.0006252344629235964
217,¾ÇÃë,3È­,3,2018.10.24,43374,9.41,92,30,1,0.002121086365103518,0.0006916585973163646
218,¾ÇÃë,4È­,4,2018.10.31,25221,9.26,78,29,1,0.0030926608778398955,0.0011498354545814995
219,¾ÇÃë,5È­,5,2018.11.21,20168,9.25,60,24,1,0.0029750099166997225,0.001190003966679889
220,9µî±Þ µÚÁý±â,¿À¸®¿£Å×ÀÌ¼Ç,1,2019.01.17,123978,9.16,348,237,1,0.0028069496200938877,0.0019116294826501477
221,9µî±Þ µÚÁý±â,1°­. ÀÌÀÎ¹ü VS ¿À¸¸±³,2,2019.01.24,114697,9.04,259,158,1,0.002258123577774484,0.0013775425686809594
222,9µî±Þ µÚÁý±â,2°­. ¸¸È­Ä«Æä ³ëº§,3,2019.01.31,64580,9.03,212,98,1,0.003282750077423351,0.0015174976772994735
223,9µî±Þ µÚÁý±â,3°­. À±º½,4,2019.02.07,42560,8.93,180,100,1,0.0042293233082706765,0.002349624060150376
224,9µî±Þ µÚÁý±â,4°­. ½Ã¸³µµ¼­°ü,5,2019.02.14,36228,8.66,162,73,1,0.004471679364027824,0.0020150160097162414
225,ÆÇÅ¸Áö ¿©µ¿»ý!,1È­,1,2018.04.19,121919,9.15,248,163,1,0.002034137419106128,0.0013369532230415276
226,ÆÇÅ¸Áö ¿©µ¿»ý!,2È­,2,2018.04.25,73788,9.2,177,100,1,0.0023987640266710034,0.0013552339133734482
227,ÆÇÅ¸Áö ¿©µ¿»ý!,3È­,3,2018.05.02,46421,9.06,161,87,1,0.0034682579005191616,0.0018741517847525905
228,ÆÇÅ¸Áö ¿©µ¿»ý!,4È­,4,2018.05.09,35182,9.02,138,61,1,0.003922460349042124,0.0017338411687794896
229,ÆÇÅ¸Áö ¿©µ¿»ý!,5È­,5,2018.05.16,33571,9.2,123,69,1,0.0036638765601262994,0.002055345387387924
230,¶¥ º¸°í °È´Â ¾ÆÀÌ,ÇÁ·Ñ·Î±×,1,2017.03.10,80413,9.9,711,223,1,0.008841853929091068,0.0027731834404884784
231,¶¥ º¸°í °È´Â ¾ÆÀÌ,¸ùÀ¯º´ <1>,2,2017.03.10,83854,9.88,611,207,1,0.007286474109762206,0.0024685763350585544
232,¶¥ º¸°í °È´Â ¾ÆÀÌ,¸ùÀ¯º´ <2>,3,2017.03.17,65211,9.88,626,184,1,0.00959960742819463,0.002821609851098741
233,¶¥ º¸°í °È´Â ¾ÆÀÌ,"ÇÒ¾Æ¹öÁö, ÇÒ¸Ó´Ï <1>",4,2017.05.26,59694,9.89,656,197,1,0.01098937916708547,0.0033001641706034107
234,¶¥ º¸°í °È´Â ¾ÆÀÌ,"ÇÒ¾Æ¹öÁö, ÇÒ¸Ó´Ï <2>",5,2017.06.16,55300,9.89,659,191,1,0.011916817359855334,0.003453887884267631
235,1ÀÎ¿ë ±âºÐ,#±×·± ±âºÐµé,1,2017.10.27,72047,9.88,1017,204,1,0.014115785528890862,0.002831485002845365
236,1ÀÎ¿ë ±âºÐ,#Á¦¸ñ,2,2017.11.04,53524,9.87,847,169,1,0.015824676780509677,0.003157462073088708
237,1ÀÎ¿ë ±âºÐ,#¼Ó¿ïÀ½,3,2017.11.13,47660,9.88,709,146,1,0.0148762064624423,0.003063365505665128
238,1ÀÎ¿ë ±âºÐ,¿¬Àç °øÁö,4,2017.12.24,36450,9.87,551,119,1,0.015116598079561042,0.0032647462277091907
239,ÁÁ¾ÆÇÏ´ÂºÎºÐ,1,1,2017.04.04,83125,9.75,450,151,1,0.005413533834586466,0.0018165413533834586
240,ÁÁ¾ÆÇÏ´ÂºÎºÐ,2,2,2017.04.18,52645,9.92,250,74,1,0.004748789058790008,0.0014056415614018426
241,ÁÁ¾ÆÇÏ´ÂºÎºÐ,3,3,2017.05.02,40610,9.9,186,57,1,0.004580152671755725,0.001403595173602561
242,ÁÁ¾ÆÇÏ´ÂºÎºÐ,4,4,2017.05.12,35268,9.95,201,71,1,0.00569921742089146,0.002013156402404446
243,ÁÁ¾ÆÇÏ´ÂºÎºÐ,5,5,2017.05.23,47575,9.93,240,79,1,0.005044666316342617,0.0016605359957961115
244,³» ·ë¸ÞÀÌÆ®´Â ¸¶³×Å·,1_,1,2019.09.07,102143,9.66,642,837,1,0.00628530589467707,0.008194394133714498
245,³» ·ë¸ÞÀÌÆ®´Â ¸¶³×Å·,2_,2,2019.09.14,83821,9.8,544,727,1,0.006490020400615597,0.008673244175087389
246,³» ·ë¸ÞÀÌÆ®´Â ¸¶³×Å·,3_,3,2019.09.21,73834,9.75,497,653,1,0.006731316195790558,0.008844163935314354
247,³» ·ë¸ÞÀÌÆ®´Â ¸¶³×Å·,4_,4,2019.09.28,69665,9.7,468,621,1,0.006717864063733582,0.00891408885380033
248,³» ·ë¸ÞÀÌÆ®´Â ¸¶³×Å·,5_,5,2019.10.14,66449,9.71,447,568,1,0.0067269635359448595,0.008547908922632394
249,¸Ó¸®Ä«¶ôÀ» »ÌÀ¸¸é,ÇÁ·Ñ·Î±×,1,2018.10.17,80358,9.84,294,216,1,0.0036586276413051594,0.0026879713283058312
250,¸Ó¸®Ä«¶ôÀ» »ÌÀ¸¸é,1È­ - °³ÇÐ (1),2,2018.10.24,77605,9.84,231,164,1,0.00297661233167966,0.0021132658978158625
251,¸Ó¸®Ä«¶ôÀ» »ÌÀ¸¸é,2È­ - °³ÇÐ (2),3,2018.10.31,51926,9.68,234,131,1,0.004506412972306744,0.002522820937487964
252,¸Ó¸®Ä«¶ôÀ» »ÌÀ¸¸é,3È­ - °³ÇÐ (3),4,2018.11.07,45514,9.79,216,126,1,0.004745792503405546,0.0027683789603199014
253,¸Ó¸®Ä«¶ôÀ» »ÌÀ¸¸é,4È­ - °³ÇÐ (4),5,2018.11.14,43706,9.78,209,126,1,0.004781952134718345,0.002882899373083787
254,Å³¸µÅ¸ÀÓ,* Æ÷ÅÙ¾÷ °¨»ç °øÁö *,1,2019.01.04,51263,9.66,157,114,1,0.0030626377699315296,0.002223826151415251
255,Å³¸µÅ¸ÀÓ,¿¹°íÆí,2,2019.01.30,58304,9.86,445,169,1,0.007632409440175631,0.002898600439077936
256,Å³¸µÅ¸ÀÓ,Á¦1È­ - ¸ØÃçÁø ½Ã°£,3,2019.02.06,47748,9.79,332,151,1,0.006953170813437212,0.0031624361229789727
257,Å³¸µÅ¸ÀÓ,Á¦2È­ - ¿¬¶ô,4,2019.02.13,29634,9.91,399,124,1,0.013464264021056894,0.004184382803536478
258,Å³¸µÅ¸ÀÓ,Á¦3È­ - ¹Ù²ï °ú°Å,5,2019.02.20,27818,9.9,291,123,1,0.010460852685311668,0.00442159752678122
259,¿À´Ãµµ ÇÚµå¸ÞÀÌµå!,¿À´Ãµµ ÇÚµå¸ÞÀÌµå!,1,2016.04.05,70266,9.88,624,518,1,0.00888053966356417,0.007371986451484359
260,¿À´Ãµµ ÇÚµå¸ÞÀÌµå!,µå·Ð¿öÅ© ÀÚ¼ö ¼Õ¼ö°Ç Æí,2,2016.04.08,70905,9.87,578,419,1,0.008151752344686552,0.005909315281009801
261,¿À´Ãµµ ÇÚµå¸ÞÀÌµå!,Å©·Î¼Î¸¦ µ¡´í Ãµ ÄÉÀÌ½º Æí,3,2016.04.15,59450,9.88,571,429,1,0.00960470984020185,0.007216148023549201
262,¿À´Ãµµ ÇÚµå¸ÞÀÌµå!,Ãß¾ïÀÚÅõ¸®ÀÇ ¹«¸­´ã¿ä Æí,4,2016.04.22,53274,9.87,630,471,1,0.01182565604234711,0.008841085707849984
263,¿À´Ãµµ ÇÚµå¸ÞÀÌµå!,ÂÉÄÚ¸¦ ´àÀº ÂÉÄÚÀÎÇü Æí,5,2016.04.29,51874,9.87,636,474,1,0.012260477310405984,0.009137525542661064
264,Âü»õ´Â »õ½ÅºÎ!,1È­,1,2018.01.18,85840,9.82,358,149,1,0.004170549860205033,0.0017357875116495807
265,Âü»õ´Â »õ½ÅºÎ!,2È­,2,2018.01.25,56621,9.8,265,124,1,0.004680242312922767,0.0021900001766129175
266,Âü»õ´Â »õ½ÅºÎ!,3È­,3,2018.02.01,46269,9.81,236,118,1,0.005100607318074737,0.0025503036590373684
267,Âü»õ´Â »õ½ÅºÎ!,4È­,4,2018.02.08,41502,9.77,213,99,1,0.005132282781552696,0.0023854272083273097
268,Âü»õ´Â »õ½ÅºÎ!,5È­,5,2018.02.15,41404,9.66,239,104,1,0.005772389141145783,0.00251183460535214
269,º´,00_»ç¸· ÇÑ °¡¿îµ¥,1,2016.11.24,193911,9.7,407,193,1,0.002098901042230714,0.0009953019684288153
270,º´,01_ÀÏÇÐ³â »ï¹Ý ¹®¼®È£,2,2016.11.25,168324,9.79,429,179,1,0.0025486561631139944,0.0010634252988284498
271,º´,02_¿ì¸®µé¸¸ÀÇ ¸®±×,3,2016.12.01,133853,9.8,361,146,1,0.0026969884873704734,0.0010907488065265627
272,º´,03_ÈäÅë,4,2016.12.03,121445,9.75,329,135,1,0.002709045246819548,0.0011116143110049817
273,º´,04_³ó±¸,5,2016.12.04,101556,9.87,372,128,1,0.003663003663003663,0.0012603883571625507
274,¹é¼ö¼¼³¢,ÇÁ·Ñ·Î±×,1,2019.04.21,69132,9.54,313,246,1,0.0045275704449459,0.0035584099982641903
275,¹é¼ö¼¼³¢,1È­-Ä¡Å²,2,2019.05.01,61324,9.54,297,194,1,0.004843128302132934,0.003163524884221512
276,¹é¼ö¼¼³¢,2È­-¶ó¸é,3,2019.05.11,44825,9.52,256,165,1,0.005711098717233687,0.0036809815950920245
277,¹é¼ö¼¼³¢,3È­-°öÃ¢,4,2019.05.21,45904,9.31,266,152,1,0.005794701986754967,0.0033112582781456954
278,¹é¼ö¼¼³¢,º£µµ °¨»ç ÀÎ»ç,5,2019.06.01,41007,9.53,232,155,1,0.005657570658668032,0.0037798424659204527
279,¿ì¸®Áý¿¡ °õÀÌ ÀÌ»ç¿Ô´Ù,"1È­. ¼ºÀº °õ, ÀÌ¸§Àº ÅäÅä",1,2016.03.25,81049,9.79,609,450,1,0.007513973028661674,0.005552196819208133
280,¿ì¸®Áý¿¡ °õÀÌ ÀÌ»ç¿Ô´Ù,2È­. ±× ¸¹´ø °³ÁýÀº ´Ù ¾îµð·Î °¬À»±î,2,2016.04.01,60151,9.86,595,428,1,0.009891772372861632,0.007115426177453409
281,¿ì¸®Áý¿¡ °õÀÌ ÀÌ»ç¿Ô´Ù,3È­. ¿ì¸®Áý¿¡ °õÀÌ ÀÌ»ç¿Ô´Ù,3,2016.04.08,54314,9.87,637,449,1,0.011728099569171853,0.008266745222226314
282,¿ì¸®Áý¿¡ °õÀÌ ÀÌ»ç¿Ô´Ù,4È­.,4,2016.04.28,50072,9.89,743,551,1,0.014838632369388082,0.011004154018213773
283,¿ì¸®Áý¿¡ °õÀÌ ÀÌ»ç¿Ô´Ù,5È­. °³°í»ýÀº °è¼Ó µÈ´Ù (»ó),5,2016.05.06,47226,9.88,654,503,1,0.01384830390039385,0.010650912632871724
284,Ç²³»±âµé,1È­,1,2020.03.13,107984,9.5,510,630,1,0.004722921914357683,0.005834197658912432
285,Ç²³»±âµé,2È­,2,2020.03.20,74172,9.43,351,461,1,0.004732243973467077,0.006215283395351346
286,Ç²³»±âµé,3È­,3,2020.03.27,48278,9.35,325,365,1,0.0067318447325904135,0.007560379468909234
287,Ç²³»±âµé,4È­,4,2020.04.03,38509,9.29,328,344,1,0.008517489418058116,0.008932976706743877
288,Ç²³»±âµé,5È­,5,2020.04.10,34579,9.4,302,325,1,0.008733624454148471,0.009398768038404812
289,³õÁö¸¶Á¤½ÅÁÙ,³õÁö¸¶ Á¤½ÅÁÙ ÇÁ·Ñ·Î±×_Á¤½ÅÁÙÀÌ¶õ..,1,2009.05.08,171440,9.27,764,353,1,0.004456369575361643,0.002059029398040131
290,³õÁö¸¶Á¤½ÅÁÙ,³õÁö¸¶Á¤½ÅÁÙ01_±è¿¬¾ÆÀÇ ¿ì½Âºñ°á??,2,2009.05.08,168689,9.07,539,229,1,0.0031952290902192795,0.001357527758182217
291,³õÁö¸¶Á¤½ÅÁÙ,³õÁö¸¶Á¤½ÅÁÙ02_³» ³ªÀÌ ¼­¸¥ µÑ,3,2009.05.15,144512,8.85,522,129,1,0.003612156775907883,0.0008926594331266608
292,³õÁö¸¶Á¤½ÅÁÙ,³õÁö¸¶Á¤½ÅÁÙ03_»ç¶ûÀº,4,2009.05.19,77015,8.99,426,71,1,0.005531389988963189,0.0009218983314938648
293,³õÁö¸¶Á¤½ÅÁÙ,³õÁö¸¶Á¤½ÅÁÙ04_Çì¾î½ºÅ¸ÀÏ,5,2009.05.22,42551,9.16,525,47,1,0.012338135413973819,0.001104556884679561
294,¿­·¾Àü»ç,ÇÁ·Ñ·Î±×,1,2015.08.24,59463,9.76,245,127,1,0.004120209205724568,0.002135781914804164
295,¿­·¾Àü»ç,1È­,2,2015.08.31,68597,9.66,259,98,1,0.0037756753210781814,0.0014286339052728254
296,¿­·¾Àü»ç,2È­,3,2015.09.07,44818,9.54,219,62,1,0.004886429559551966,0.001383372752019278
297,¿­·¾Àü»ç,3È­,4,2015.09.14,31161,9.76,194,59,1,0.006225730881550656,0.0018933923815025193
298,¿­·¾Àü»ç,4È­,5,2015.09.21,26869,9.74,175,53,1,0.006513081990397856,0.001972533402806208
299,±Ýºû¾ÆÀÌ´Â »õº®À» ´Þ¸°´Ù,1È­,1,2019.11.02,87293,9.83,888,895,1,0.010172636981201242,0.010252826687134134
300,±Ýºû¾ÆÀÌ´Â »õº®À» ´Þ¸°´Ù,2È­,2,2019.11.09,58577,9.83,780,811,1,0.013315806545231063,0.013845024497669734
301,±Ýºû¾ÆÀÌ´Â »õº®À» ´Þ¸°´Ù,3È­,3,2019.11.16,51189,9.87,899,817,1,0.017562366914766845,0.01596046025513294
302,±Ýºû¾ÆÀÌ´Â »õº®À» ´Þ¸°´Ù,4È­,4,2019.11.23,44796,9.86,783,756,1,0.017479239217787303,0.01687650683096705
303,±Ýºû¾ÆÀÌ´Â »õº®À» ´Þ¸°´Ù,5È­,5,2019.11.30,42373,9.84,837,759,1,0.019753144691194865,0.017912349845420433
304,Ã¼Å©Æ÷ÀÎÆ®,ÁöÇÏµµ¹ÚÆí (1),1,2015.10.27,70638,9.68,250,110,1,0.003539171550723407,0.001557235482318299
305,Ã¼Å©Æ÷ÀÎÆ®,ÁöÇÏµµ¹ÚÆí (2),2,2015.11.20,42827,9.49,229,78,1,0.005347094122866416,0.0018212809676138885
306,Ã¼Å©Æ÷ÀÎÆ®,ÁöÇÏµµ¹ÚÆí (3),3,2015.12.02,28878,9.65,180,51,1,0.006233118637024725,0.0017660502804903388
307,Ã¼Å©Æ÷ÀÎÆ®,ÁöÇÏµµ¹ÚÆí (4),4,2015.12.12,27267,9.72,197,66,1,0.007224850551949243,0.0024205083067444164
308,Ã¼Å©Æ÷ÀÎÆ®,ÁöÇÏµµ¹ÚÆí (5),5,2016.01.03,41454,9.75,213,99,1,0.005138225502967144,0.0023881893182805037
309,ÇÇ³ëÅ°¿ÀÀÇ ¼Ò³à,1È­.ÀÌ»óÇÑ ¸¶À»,1,2019.07.20,100002,9.45,280,336,1,0.0027999440011199778,0.0033599328013439733
310,ÇÇ³ëÅ°¿ÀÀÇ ¼Ò³à,2È­. ¿ø¸ÁÇÏ´Â »ç¶÷,2,2019.07.27,67413,9.51,204,257,1,0.0030261225579635976,0.0038123210656698264
311,ÇÇ³ëÅ°¿ÀÀÇ ¼Ò³à,3È­. ÀüÇÐ,3,2019.08.03,43893,9.61,184,219,1,0.004192012393775773,0.004989406055635295
312,ÇÇ³ëÅ°¿ÀÀÇ ¼Ò³à,4È­. °ÅÁþ¸»,4,2019.08.10,36871,9.75,228,240,1,0.006183721624040574,0.006509180656884815
313,ÇÇ³ëÅ°¿ÀÀÇ ¼Ò³à,5È­. ·¹¾ÆÀÇ ÀÌ¾ß±â(1),5,2019.08.17,35500,9.81,189,228,1,0.005323943661971831,0.006422535211267606
314,¿©Ä· Á¶¼öÈñ,1È­,1,2020.09.26,57650,9.28,326,292,1,0.005654813529921943,0.005065047701647875
315,¿©Ä· Á¶¼öÈñ,2È­,2,2020.10.05,41277,9.4,262,235,1,0.006347360515541343,0.0056932432105046395
316,¿©Ä· Á¶¼öÈñ,3È­,3,2020.10.15,34970,9.58,214,204,1,0.0061195310265942235,0.005833571632828138
317,¿©Ä· Á¶¼öÈñ,4È­,4,2020.10.26,32544,9.44,221,198,1,0.006790806293018682,0.006084070796460177
318,¿©Ä· Á¶¼öÈñ,5È­,5,2020.11.12,31676,9.71,251,211,1,0.007923980300542997,0.006661194595277181
319,¾î±Û¸® ÇÇÇÃÁî,1,1,2019.04.14,62574,7.94,413,151,1,0.006600185380509477,0.0024131428388787677
320,¾î±Û¸® ÇÇÇÃÁî,2,2,2019.04.21,42958,8.43,334,131,1,0.007775036081754272,0.003049490199729969
321,¾î±Û¸® ÇÇÇÃÁî,3,3,2019.04.28,37460,8.58,320,114,1,0.008542445274959957,0.0030432461292044847
322,¾î±Û¸® ÇÇÇÃÁî,4,4,2019.05.12,36532,8.84,301,128,1,0.008239351801160626,0.003503777510128107
323,¾î±Û¸® ÇÇÇÃÁî,5,5,2019.05.19,35648,8.55,273,113,1,0.007658213644524237,0.003169883303411131
324,¹æ¾ÈÀÇ ÄÚ³¢¸®,-,1,2018.01.24,63294,9.58,309,110,1,0.004881979334534079,0.001737921445950643
325,¹æ¾ÈÀÇ ÄÚ³¢¸®,-,2,2018.01.31,34450,9.79,261,91,1,0.007576197387518142,0.0026415094339622643
326,¹æ¾ÈÀÇ ÄÚ³¢¸®,-,3,2018.02.07,24029,9.8,243,78,1,0.010112780390361646,0.0032460776561654666
327,¹æ¾ÈÀÇ ÄÚ³¢¸®,-,4,2018.02.14,22027,9.75,240,83,1,0.010895718890452627,0.0037681027829482
328,¹æ¾ÈÀÇ ÄÚ³¢¸®,-,5,2018.02.23,21065,9.75,252,78,1,0.01196297175409447,0.00370282459055305
329,¼ö¿µ¸¸È­ÀÏ±â,1È­ È¯Àý±â,1,2018.11.22,83461,9.83,660,410,1,0.007907885119996166,0.004912474089694588
330,¼ö¿µ¸¸È­ÀÏ±â,2È­ ¼ö¿µÀå,2,2018.11.29,59051,9.83,524,302,1,0.008873685458332628,0.005114223298504682
