Unnamed: 0,제목,장르,일상,개그,판타지,액션,드라마,순정,감성,스릴러,시대극,스포츠,좋아요,별점,정식연재
298,쉼터에 살았다,일상,1,1,0,0,0,0,0,0,0,0,"4,286",9.9,0
299,지오코소 가난뱅이,일상,1,0,0,0,1,0,0,0,0,0,"2,134",9.89,0
300,그래도 괜찮을까?,일상,1,0,0,0,0,0,1,0,0,0,"1,146",9.69,0
301,업사이클 다이어리,일상,1,0,0,0,0,0,0,0,0,0,"2,867",9.68,0
302,푸므로 달려와,일상,1,0,0,0,0,0,1,0,0,0,"6,030",8.83,0
303,"안녕, 나의 길고양이",일상,1,0,0,0,1,0,0,0,0,0,"5,147",9.89,0
304,미줌툰,일상,1,1,0,0,0,0,0,0,0,0,"2,350",9.89,0
305,국제결혼개그만화,일상,1,1,0,0,0,0,0,0,0,0,"2,028",9.89,0
306,502호의 묘책,일상,1,1,0,0,0,0,0,0,0,0,"2,775",9.89,0
307,내 매력에 퐁당,일상,1,0,0,0,0,1,0,0,0,0,"3,479",9.57,0
308,어쩌다 햄스터,일상,1,0,0,0,0,0,0,0,0,0,"3,939",9.8,0
309,도시소녀 귀농기,일상,1,0,0,0,0,0,1,0,0,0,"2,813",9.81,0
310,너의 나날,일상,1,0,0,0,0,0,1,0,0,0,"5,175",9.88,0
311,싱글리틀파파 다이어리,일상,1,0,0,0,1,0,0,0,0,0,"1,544",9.88,0
312,그남자의네일공간,일상,1,0,0,0,0,0,1,0,0,0,"4,195",9.74,0
313,천진난만 하루,일상,1,1,0,0,0,0,0,0,0,0,"2,219",9.9,0
314,잔액이 부족합니다,일상,1,1,0,0,0,0,0,0,0,0,"3,706",9.9,0
315,쩜오라이프,일상,1,0,0,0,1,0,0,0,0,0,"5,521",9.87,0
316,소피아가 머리카락을 쓸어넘길 때,일상,1,0,0,0,0,0,0,1,0,0,"5,615",9.89,0
317,라면순대,일상,1,1,0,0,0,0,0,0,0,0,624,9.75,0
318,오리씨와 이글군,일상,1,0,0,0,0,0,1,0,0,0,"1,802",9.85,0
319,서른살을 살았어,일상,1,0,0,0,0,0,0,0,0,0,728,9.83,0
320,러블리러브,일상,1,0,0,0,0,1,0,0,0,0,864,9.59,0
321,심야알바,일상,1,1,0,0,0,0,0,0,0,0,"1,123",9.85,0
322,도시남녀제주라이프,일상,1,0,0,0,0,0,1,0,0,0,"2,205",9.67,0
323,전지적귀신시점,일상,1,0,0,0,0,0,0,0,0,0,"1,039",9.88,0
324,이래서 애들은,일상,1,1,0,0,0,0,0,0,0,0,"5,022",9.88,0
325,뱀파이어 친구,일상,1,1,0,0,0,0,0,0,0,0,901,9.87,0
326,점심식탁,일상,1,0,0,0,0,0,0,0,0,0,912,9.85,0
327,순진한 로웰씨,일상,1,1,0,0,0,0,0,0,0,0,"3,009",9.85,0
328,별님 아래 귤님,일상,1,0,0,0,0,1,0,0,0,0,"3,299",9.69,0
329,아무것도 모르지만,일상,1,0,0,0,0,0,0,0,0,0,284,9.8,0
330,귀여움이 죄라면 너는 사형!,일상,1,1,0,0,0,0,0,0,0,0,"1,620",9.88,0
331,방과후에,일상,1,0,0,0,0,0,0,1,0,0,459,9.82,0
332,딩가딩 서콩,일상,1,1,0,0,0,0,0,0,0,0,"1,447",9.85,0
333,원인탐구생활,일상,1,0,0,0,0,0,0,0,0,0,"4,150",9.89,0
334,오늘도 그래고래,일상,1,0,0,0,0,0,0,0,0,0,"6,063",9.83,0
335,비트윈,일상,1,0,0,0,0,0,1,0,0,0,"3,741",9.78,0
336,여캠 조수희,일상,1,0,0,0,0,0,0,1,0,0,"1,656",9.49,0
337,멋도모르는여자,일상,1,1,0,0,0,0,0,0,0,0,"5,394",9.82,0
338,이웃집 기린씨!,일상,1,1,0,0,0,0,0,0,0,0,"2,424",9.9,0
339,королева(퀸),일상,1,0,0,1,0,0,0,0,0,0,"1,229",9.82,0
340,고딩의 사생활,일상,1,0,0,0,0,1,0,0,0,0,863,9.85,0
341,주부 1.5단,일상,1,0,0,0,0,0,1,0,0,0,"1,586",9.84,0
342,편의점의 마법사,일상,1,0,1,0,0,0,0,0,0,0,"2,129",9.89,0
343,단편들,일상,1,0,0,0,0,0,1,0,0,0,"2,744",9.9,0
344,꿀밤,일상,1,0,0,0,1,0,0,0,0,0,735,9.86,0
345,지금은 가난중,일상,1,0,0,0,0,0,1,0,0,0,755,9.86,0
346,1인칭 외국인 시점,일상,1,0,0,0,0,0,1,0,0,0,"1,608",9.9,0
347,쓰레기 마일리지,일상,1,1,0,0,0,0,0,0,0,0,122,9.66,0
348,같이 꽃길 걸을까요?,일상,1,0,0,0,0,0,1,0,0,0,"1,563",9.68,0
349,쌍둥이부부일기,일상,1,1,0,0,0,0,0,0,0,0,"1,553",9.87,0
350,향기방기 연애일기,일상,1,0,0,0,0,0,1,0,0,0,"1,956",9.65,0
351,피그말리온,일상,1,0,1,0,0,0,0,0,0,0,"1,659",9.88,0
352,너와 나의 몰디브,일상,1,0,0,0,0,1,0,0,0,0,"1,665",9.45,0
353,분노의 난임일기,일상,1,0,0,0,1,0,0,0,0,0,"1,272",9.77,0
354,그래도 행성은 돈다,일상,1,1,0,0,0,0,0,0,0,0,"1,107",9.28,0
355,문지기,일상,1,0,1,0,0,0,0,0,0,0,"3,345",9.89,0
356,너의 언어,일상,1,0,0,0,0,1,0,0,0,0,"3,045",9.86,0
357,찌질이의 아프리카 라이프,일상,1,1,0,0,0,0,0,0,0,0,"1,178",9.89,0
358,오늘 뭐 해먹지?,일상,1,0,0,0,1,0,0,0,0,0,933,9.85,0
359,불만있어?,일상,1,0,0,0,1,0,0,0,0,0,"2,732",9.9,0
360,광고감독의 발암일기,일상,1,1,0,0,0,0,0,0,0,0,"1,045",9.65,0
361,미합중국 생존실태 보고서,일상,1,0,0,0,0,0,1,0,0,0,890,9.82,0
362,수영만화일기,일상,1,0,0,0,0,0,0,0,0,1,"1,994",9.86,1
363,아스테리스크,일상,1,0,1,0,0,0,0,0,0,0,"3,366",9.88,0
364,이상과 현실,일상,1,0,0,0,1,0,0,0,0,0,"4,070",9.89,0
365,제 소원을 들어주세요!,일상,1,0,0,0,0,0,1,0,0,0,"4,824",9.9,0
366,낯가리는 관종,일상,1,1,0,0,0,0,0,0,0,0,"2,696",9.83,0
367,이상한 봄,일상,1,0,0,0,1,0,0,0,0,0,"1,669",9.61,0
368,오타쿠의 일상,일상,1,1,0,0,0,0,0,0,0,0,510,9.72,0
369,중딩툰,일상,1,1,0,0,0,0,0,0,0,0,"4,126",9.48,0
370,웰캄 투 실버라이프,일상,1,1,0,0,0,0,0,0,0,0,"3,513",9.9,1
371,이상징후(異常徵候),일상,1,0,0,0,1,0,0,0,0,0,"1,022",9.85,0
372,꼬매,일상,1,0,0,0,0,0,1,0,0,0,"6,083",9.75,0
373,"그 어느 날, 우리는 서로를 바라보았다",일상,1,0,0,0,1,0,0,0,0,0,953,9.64,0
374,타챠노트,일상,1,0,0,0,0,0,0,0,0,0,"4,334",9.8,0
375,병원에서온그대,일상,1,0,0,0,0,0,0,0,0,0,"1,002",9.74,0
376,내 고양이! 님,일상,1,1,0,0,0,0,0,0,0,0,457,9.85,0
377,달콤한 비밀 연애,일상,1,0,0,0,0,0,0,0,0,0,499,9.67,0
378,우리는 예상치 못하게,일상,1,0,0,0,0,0,1,0,0,0,"3,442",9.9,0
379,홍차 리브레,일상,1,0,0,0,1,0,0,0,0,0,"3,753",9.89,1
380,왕과 나,일상,1,0,0,0,1,0,0,0,1,0,529,9.85,0
381,아재소녀,일상,1,1,0,0,0,0,0,0,0,0,"1,069",9.71,0
382,재미개발,일상,1,0,0,0,1,0,0,0,0,0,726,9.82,0
383,슬프게도 이게 내 인생,일상,1,1,0,0,0,0,0,0,0,0,196,9.85,0
384,우당탕탕 학교가자!,일상,1,1,0,0,0,0,0,0,0,0,"3,251",9.76,0
385,극세사탐구생활,일상,1,0,0,0,0,0,0,0,0,0,"1,480",9.85,0
386,피카앤부,일상,1,1,0,0,0,0,0,0,0,0,"1,673",9.84,0
387,오늘도 먹음머금,일상,1,0,0,0,0,0,1,0,0,0,"1,620",9.89,0
388,바람도 그릴 수 있다면,일상,1,0,0,0,0,0,0,0,0,0,436,9.66,0
389,우리부부는개발개발해,일상,1,0,0,0,0,0,1,0,0,0,525,9.85,0
390,신선 마트 중간계지점,일상,1,0,1,0,0,0,0,0,0,0,"1,300",9.89,0
391,뿌리네 이야기,일상,1,1,0,0,0,0,0,0,0,0,"1,402",9.77,0
392,내가 엄마라니,일상,1,0,0,0,0,0,0,0,0,0,"1,600",9.87,0
393,웰시네 부부에세이,일상,1,0,0,0,0,0,1,0,0,0,"2,897",9.59,0
394,김치걸 x 밀크티보이,일상,1,0,0,0,0,0,0,0,0,0,"3,399",9.86,0
395,여탕보고서,일상,1,1,0,0,0,0,0,0,0,0,"6,749",9.84,1
396,졸렬☆다이나믹,일상,1,1,0,0,0,0,0,0,0,0,"2,533",9.9,0
397,이제 오냥?,일상,1,0,0,0,0,0,0,0,0,0,"1,768",9.85,0
398,나의 작은 조,일상,1,1,0,0,0,0,0,0,0,0,"2,369",9.88,0
399,"스물 다섯, 어디로 가야 하죠?",일상,1,0,0,0,0,0,1,0,0,0,"4,293",9.86,0
400,파리에서 살아남기,일상,1,1,0,0,0,0,0,0,0,0,773,9.84,0
401,세이의 RPG,일상,1,0,1,0,0,0,0,0,0,0,189,9.69,0
402,무대에 서지 않지만 배우입니다,일상,1,0,0,0,0,0,0,0,0,0,"4,557",9.85,0
403,오묘한 가족,일상,1,0,0,0,0,0,0,0,0,0,"2,124",9.86,0
404,"비차의 캘리툰, 첫 단추",일상,1,0,0,0,0,0,1,0,0,0,"1,767",9.85,0
405,양푼비빔밥,일상,1,0,0,0,0,0,0,0,0,0,614,9.79,0
406,방백남녀,일상,1,0,0,0,1,0,0,0,0,0,648,9.34,1
407,그래도 하루는,일상,1,0,0,0,0,0,1,0,0,0,"2,382",9.87,0
408,여름밤에 문을 두드린 산타,일상,1,0,1,0,0,0,0,0,0,0,"1,481",9.88,0
409,무슨일이에요?,일상,1,0,1,0,0,0,0,0,0,0,"1,529",9.77,0
410,고양이 뚜껑,일상,1,1,0,0,0,0,0,0,0,0,963,9.86,0
411,웃지않는 여자,일상,1,0,0,0,0,1,0,0,0,0,"3,105",9.8,0
412,빌리다이어트,일상,1,1,0,0,0,0,0,0,0,0,531,9.82,0
413,1인 크리에이터,일상,1,0,0,0,1,0,0,0,0,0,"1,091",8.9,0
414,혼자앤피스,일상,1,1,0,0,0,0,0,0,0,0,392,9.74,0
415,허니허니2 - 느리지만 괜찮아,일상,1,0,0,0,0,0,0,0,0,0,"1,580",9.89,0
416,송사리 레볼루션!,일상,1,1,0,0,0,0,0,0,0,0,"2,978",9.85,0
417,고양이와 집사,일상,1,0,0,0,0,0,1,0,0,0,821,9.74,0
418,설레이는 나날,일상,1,1,0,0,0,0,0,0,0,0,"1,036",9.83,0
419,옴니버스 열애설,일상,1,0,0,0,0,1,0,0,0,0,261,9.85,0
420,오늘의 퇴마,일상,1,0,1,0,0,0,0,0,0,0,"2,958",9.87,0
421,동네변호사 조들호,일상,1,0,0,0,0,0,0,0,0,0,67,9.36,1
422,얘보단 일 잘하겠지의 '얘',일상,1,0,0,0,0,0,0,0,0,0,57,9.79,0
423,사장님은 떡뽀끼!,일상,1,1,0,0,0,0,0,0,0,0,"1,011",9.63,0
424,니하오복고,일상,1,0,0,0,0,0,1,0,0,0,"3,688",9.89,0
425,선선한 이야기,일상,1,1,0,0,0,0,0,0,0,0,"3,311",9.66,0
426,CANADADA!,일상,1,1,0,0,0,0,0,0,0,0,"2,030",9.86,0
427,헬로리틀또리미,일상,1,0,0,0,0,0,0,0,0,0,322,9.86,0
428,프리드로우,일상,1,0,0,0,0,0,0,0,0,0,"1,170",9.85,1
429,우애 좋은 삼남매,일상,1,0,0,0,0,0,0,0,0,0,"2,047",9.85,0
430,Tilly the spiky hands,일상,1,0,0,0,0,0,0,0,0,0,"1,310",9.88,0
431,동거의 법칙,일상,1,0,0,0,0,0,0,0,0,0,"1,161",9.88,0
432,86'd,일상,1,1,0,0,0,0,0,0,0,0,"1,143",9.85,0
433,뿅가이,일상,1,1,0,0,0,0,0,0,0,0,"2,339",9.86,0
434,따뜻한 나의 코코,일상,1,0,0,0,0,0,1,0,0,0,"2,738",9.89,0
435,마이 리틀 캐나다,일상,1,1,0,0,0,0,0,0,0,0,352,9.85,0
436,나오의 결계,일상,1,0,1,0,0,0,0,0,0,0,387,9.73,0
437,채채쓰의 웃픈일기,일상,1,1,0,0,0,0,0,0,0,0,906,9.86,0
438,도와줘요 사신님!,일상,1,1,0,0,0,0,0,0,0,0,"1,965",9.55,0
439,내 낡은 서랍 속의 일기장,일상,1,0,0,0,1,0,0,0,0,0,"2,013",9.88,0
440,우리집에 놀러와!!,일상,1,1,0,0,0,0,0,0,0,0,"1,873",9.85,0
441,하아의 하루,일상,1,1,0,0,0,0,0,0,0,0,"2,586",9.76,0
442,인절미,일상,1,0,0,0,0,1,0,0,0,0,"1,032",9.85,0
443,결혼 교과 시간,일상,1,0,1,0,0,0,0,0,0,0,489,9.8,0
444,똥두,일상,1,0,0,0,1,0,0,0,0,0,793,9.69,0
445,헌댁이 되기전에,일상,1,0,0,0,0,0,0,0,0,0,"1,228",9.79,0
446,승무원 현실 취뽀,일상,1,0,0,0,1,0,0,0,0,0,455,9.49,0
447,소년사이코,일상,1,1,0,0,0,0,0,0,0,0,303,9.63,0
448,채소담,일상,1,0,0,0,0,0,1,0,0,0,398,9.71,0
449,고양이로 살고 있습니다,일상,1,0,0,0,0,0,0,0,0,0,"2,261",9.89,0
450,구나의 그랬구나,일상,1,1,0,0,0,0,0,0,0,0,"1,407",9.88,0
451,어느 남고생의 하루,일상,1,0,0,0,0,0,1,0,0,0,"1,313",9.88,0
452,기타등등의 연애,일상,1,0,0,0,0,1,0,0,0,0,"2,813",9.7,0
453,헬로사이공,일상,1,0,0,0,0,0,1,0,0,0,674,9.88,0
454,내 열정은 최고조!,일상,1,0,0,0,1,0,0,0,0,0,657,9.56,0
455,살랑이는 하루,일상,1,0,0,0,0,0,1,0,0,0,463,9.75,0
456,커먼 라이더스,일상,1,0,0,0,0,0,0,0,0,1,702,9.69,0
457,이왕이면 감사,일상,1,0,0,0,0,0,1,0,0,0,"1,542",9.76,0
458,봉순이 일기,일상,1,1,0,0,0,0,0,0,0,0,"1,790",9.84,0
459,지구를 움직이는 소년들,일상,1,1,0,0,0,0,0,0,0,0,399,9.77,0
460,무지개다리 파수꾼,일상,1,0,1,0,0,0,0,0,0,0,"1,130",9.73,0
461,20&21세기남매,일상,1,1,0,0,0,0,0,0,0,0,473,9.61,0
462,THE 극한가장,일상,1,1,0,0,0,0,0,0,0,0,798,9.76,0
463,헛어른,일상,1,0,0,0,0,0,0,0,0,0,"1,019",9.85,0
464,오늘도 랄라,일상,1,1,0,0,0,0,0,0,0,0,"1,520",9.74,0
465,한 뼘 공포집,일상,1,0,0,0,0,0,0,1,0,0,528,9.6,0
466,오롯이 당신을 위한 식탁,일상,1,0,0,0,0,0,1,0,0,0,"1,024",9.77,0
467,루미인싸이드,일상,1,0,0,0,0,0,1,0,0,0,"2,065",9.86,0
468,음대놈들,일상,1,0,0,0,1,0,0,0,0,0,673,9.9,0
469,돌팔이 작명소,일상,1,0,1,0,0,0,0,0,0,0,383,9.57,0
470,엘리자벳 데일리,일상,1,0,0,0,0,0,1,0,0,0,"1,017",9.81,0
471,덕후커플보고서,일상,1,1,0,0,0,0,0,0,0,0,"4,065",9.88,0
472,말랑말랑인생,일상,1,0,0,0,0,0,0,0,0,0,"1,017",9.81,0
473,무선혜드셋 정보툰!!,일상,1,0,0,0,0,0,0,0,0,0,"2,118",9.89,0
474,3번째 도막,일상,1,1,0,0,0,0,0,0,0,0,631,9.86,0
475,이상한사무실,일상,1,0,0,0,0,0,0,0,0,0,"1,575",9.5,0
476,잘지내나요?,일상,1,0,0,0,0,0,1,0,0,0,775,9.8,0
477,조국이 당신을 원한다,일상,1,1,0,0,0,0,0,0,0,0,836,9.89,0
478,소란 씨스터즈,일상,1,1,0,0,0,0,0,0,0,0,"1,080",9.6,0
479,S군의 직딩일기 시즌2,일상,1,0,0,0,0,0,0,0,0,0,162,9.65,0
480,묘 (猫) 하게 이끌리는,일상,1,0,1,0,0,0,0,0,0,0,98,9.79,0
481,주경야dog,일상,1,0,0,0,0,0,0,0,0,0,"1,038",9.84,0
482,동물의 왕국,일상,1,1,0,0,0,0,0,0,0,0,178,9.8,0
483,아무 마을 대잔치,일상,1,0,0,0,0,0,1,0,0,0,795,9.86,0
484,나는 귀머거리다,일상,1,0,0,0,0,0,0,0,0,0,"11,173",9.9,1
485,백수와 갓족,일상,1,0,0,0,0,0,0,0,0,0,567,9.87,0
486,죽지못해산다,일상,1,0,1,0,0,0,0,0,0,0,"7,735",9.88,0
487,모야툰,일상,1,1,0,0,0,0,0,0,0,0,"1,078",9.69,0
488,즐거운생활,일상,1,0,0,0,1,0,0,0,0,0,324,8.06,0
489,신기한 오늘,일상,1,0,1,0,0,0,0,0,0,0,"2,779",9.52,0
490,지켜주지못해서미안해,일상,1,0,0,0,0,0,0,0,0,0,556,9.86,0
491,술타는청춘,일상,1,1,0,0,0,0,0,0,0,0,413,9.68,0
492,지상최강고3히어로,일상,1,0,0,1,0,0,0,0,0,0,"1,328",9.87,0
493,여긴 어디,일상,1,0,0,0,0,0,0,0,0,0,517,9.89,0
494,궁디팡팡 토로토로,일상,1,1,0,0,0,0,0,0,0,0,474,9.29,0
495,자갈치땅콩,일상,1,1,0,0,0,0,0,0,0,0,"1,430",9.86,0
496,서른 되면 뭐 달라질 줄 아냐?,일상,1,1,0,0,0,0,0,0,0,0,"2,929",9.86,0
497,알바생 노미래,일상,1,0,0,0,0,1,0,0,0,0,"1,615",9.36,0
498,이런우정,일상,1,1,0,0,0,0,0,0,0,0,"1,895",9.83,0
499,유피씨의 그림일기,일상,1,0,0,0,0,0,0,0,0,0,348,9.67,0
500,그리고 우울증,일상,1,0,0,0,0,0,1,0,0,0,654,9.86,0
501,에밀리 이야기,일상,1,0,0,0,1,0,0,0,0,0,359,9.76,0
502,철수이야기,일상,1,0,0,0,1,0,0,0,0,0,457,9.89,0
503,봄날의 산보,일상,1,0,0,0,0,0,0,0,0,0,"1,174",9.82,0
504,망했다 튀어라,일상,1,1,0,0,0,0,0,0,0,0,952,9.8,0
505,소시민,일상,1,0,0,0,0,0,1,0,0,0,"2,229",9.88,0
506,게으른 고양이의 soso한 카페이야기,일상,1,1,0,0,0,0,0,0,0,0,"2,904",9.84,0
507,스프토랑,일상,1,1,0,0,0,0,0,0,0,0,"3,247",9.77,0
508,밝은미래,일상,1,0,0,0,0,1,0,0,0,0,"1,157",9.82,0
509,외쳐불러 : 나머지 방송반,일상,1,0,0,0,1,0,0,0,0,0,959,9.78,0
510,귀염뽀짝 애기뚱냥 뽀냥이,일상,1,0,0,0,0,0,0,0,0,0,"1,794",9.84,0
511,여전히 일상,일상,1,1,0,0,0,0,0,0,0,0,651,9.88,0
512,동물 마누라,일상,1,1,0,0,0,0,0,0,0,0,467,9.77,0
513,더 키친 부오노,일상,1,0,0,0,0,0,1,0,0,0,242,9.74,0
514,도깨비 하우스,일상,1,1,0,0,0,0,0,0,0,0,403,9.81,0
515,냐아! 미술학원,일상,1,0,0,0,1,0,0,0,0,0,623,9.62,0
516,우울의 바다,일상,1,0,0,0,0,0,1,0,0,0,472,9.46,0
517,라떼는 말이야,일상,1,1,0,0,0,0,0,0,0,0,"1,133",9.74,0
518,캐세랑세라,일상,1,1,0,0,0,0,0,0,0,0,"1,950",9.89,0
519,말랑말랑 생활사,일상,1,0,0,0,0,0,0,0,0,0,464,9.68,0
520,스물여섯,일상,1,0,0,0,1,0,0,0,0,0,922,9.48,0
521,달콤한 나의 독일,일상,1,1,0,0,0,0,0,0,0,0,"2,885",9.87,0
522,딴 짓이 제일 재밌어,일상,1,1,0,0,0,0,0,0,0,0,497,9.71,0
523,너어는지인짜,일상,1,1,0,0,0,0,0,0,0,0,"1,015",9.68,0
524,한글을 그리다.,일상,1,0,0,0,0,0,1,0,0,0,801,9.84,0
525,"오늘,응",일상,1,0,0,0,0,0,1,0,0,0,"1,030",9.78,0
526,오늘부터 파릇파릇!,일상,1,0,0,0,0,1,0,0,0,0,329,9.84,0
527,OO마트에 놀러오세요.,일상,1,1,0,0,0,0,0,0,0,0,"1,137",9.79,0
528,러브 햄츄얼리,일상,1,1,0,0,0,0,0,0,0,0,596,9.69,0
529,일단은 프리터 입니다.,일상,1,1,0,0,0,0,0,0,0,0,264,9.71,0
530,마왕 옆자리 비서 한 마리,일상,1,0,1,0,0,0,0,0,0,0,180,9.8,0
531,fiction or nonfiction,일상,1,0,0,0,0,0,0,0,0,0,"8,907",9.85,0
532,물레,일상,1,0,0,0,1,0,0,0,0,0,428,9.33,1
533,카페레,일상,1,1,0,0,0,0,0,0,0,0,765,9.85,0
534,뜨뜨미지근한,일상,1,0,0,0,0,0,1,0,0,0,"1,918",9.86,0
535,문어숙희숙회,일상,1,0,1,0,0,0,0,0,0,0,"1,025",9.74,0
536,오늘도 오셨네요,일상,1,0,0,0,0,0,0,0,0,0,153,9.22,0
537,주름진 사장님,일상,1,1,0,0,0,0,0,0,0,0,652,9.51,0
538,식물생활,일상,1,0,0,0,0,0,0,0,0,0,"1,069",9.79,0
539,니친구 김저키,일상,1,1,0,0,0,0,0,0,0,0,327,9.71,0
540,"그래, 가끔 하늘을 보자",일상,1,0,0,0,0,0,0,0,0,0,367,9.86,0
541,보통의 외톨이,일상,1,0,0,0,0,0,1,0,0,0,895,9.87,0
542,모아이 스토리,일상,1,0,0,0,0,0,0,0,0,0,638,9.86,0
543,후덜덜덜 남극전자,일상,1,1,0,0,0,0,0,0,0,0,180,9.84,1
544,수채화 다이어리,일상,1,0,0,0,0,0,1,0,0,0,"1,285",9.61,0
545,발달일기,일상,1,0,0,0,0,0,0,0,0,0,648,9.85,0
546,래빗 콤바치!,일상,1,0,0,0,0,0,0,0,0,1,"1,246",9.65,0
547,중매결혼,일상,1,1,0,0,0,0,0,0,0,0,125,9.47,0
548,슈퍼 시크릿,일상,1,0,1,0,0,0,0,0,0,0,"3,606",9.85,1
549,SSAW,일상,1,0,0,0,1,0,0,0,0,0,735,9.76,0
550,3인3색 세쌍둥이,일상,1,1,0,0,0,0,0,0,0,0,740,9.83,0
551,"오늘, 뭐했어?",일상,1,1,0,0,0,0,0,0,0,0,"1,187",9.68,0
552,개년들,일상,1,0,0,0,0,0,0,0,0,0,"1,402",9.87,0
553,솔로가 좋다.,일상,1,1,0,0,0,0,0,0,0,0,"1,402",9.87,0
554,시바하루 (시바견의 하루),일상,1,0,0,0,0,0,0,0,0,0,537,9.56,0
555,공부 좀 하자,일상,1,0,1,0,0,0,0,0,0,0,"1,196",9.85,0
556,느루느루하게,일상,1,1,0,0,0,0,0,0,0,0,372,9.8,0
557,3분의1,일상,1,0,0,0,1,0,0,0,0,0,317,9.86,0
558,개구리툰,일상,1,1,0,0,0,0,0,0,0,0,641,9.19,0
559,몬스터즈 하우스,일상,1,0,1,0,0,0,0,0,0,0,"2,738",9.88,0
560,생각그물.,일상,1,0,0,0,0,0,1,0,0,0,944,9.86,0
561,젤라 유니버스,일상,1,1,0,0,0,0,0,0,0,0,"1,510",9.88,0
562,우리는 친한친구,일상,1,0,0,0,0,0,1,0,0,0,"1,974",9.35,0
563,좋은개 나쁜개 이상한개,일상,1,0,0,0,0,0,1,0,0,0,613,9.79,0
564,애니메이킹,일상,1,0,0,0,1,0,0,0,0,0,907,9.51,0
565,앵무새 기숙사 309호,일상,1,0,0,0,0,0,0,0,0,0,697,9.88,0
566,오픈했어요 <매직컬 마카롱>,일상,1,0,0,0,0,0,1,0,0,0,"1,232",9.9,0
567,퍼머넌트옐로우,일상,1,0,0,0,1,0,0,0,0,0,263,9.32,0
568,다람쥐 란란,일상,1,1,0,0,0,0,0,0,0,0,"1,216",9.86,0
569,밀웜,일상,1,0,0,0,1,0,0,0,0,0,387,9.57,1
570,연애의 정석,일상,1,0,0,0,0,0,0,0,0,0,"5,734",9.7,0
571,힘을내요 노모파워,일상,1,1,0,0,0,0,0,0,0,0,"1,475",9.87,0
572,청춘의 모퉁이,일상,1,0,0,0,1,0,0,0,0,0,935,9.85,0
573,버찌와 나,일상,1,0,0,0,0,0,0,0,0,0,247,9.88,0
574,천사는 야옹,일상,1,0,1,0,0,0,0,0,0,0,"1,538",9.9,0
575,여우야 여우야,일상,1,0,0,0,0,0,0,0,0,0,"1,701",9.75,0
576,나의 애니메이터 이야기,일상,1,1,0,0,0,0,0,0,0,0,365,9.42,0
577,애포칼립스,일상,1,1,0,0,0,0,0,0,0,0,499,9.08,0
578,압락사스,일상,1,0,0,0,0,0,0,1,0,0,105,9.38,1
579,봉쥬르보리,일상,1,0,0,0,0,0,1,0,0,0,874,9.36,0
580,리브 하이,일상,1,1,0,0,0,0,0,0,0,0,83,9.56,0
581,생기발랄 다이어리,일상,1,1,0,0,0,0,0,0,0,0,259,9.54,0
582,39℃,일상,1,0,0,0,1,0,0,0,0,0,535,7.87,0
583,로마의 법칙,일상,1,0,0,0,1,0,0,0,0,0,377,9.88,0
584,수화 배우는 만화,일상,1,1,0,0,0,0,0,0,0,0,703,9.85,0
585,하나(하루),일상,1,0,0,0,1,0,0,0,0,0,591,9.73,1
586,오늘 하루도 말랑멜랑,일상,1,1,0,0,0,0,0,0,0,0,812,9.88,0
587,가가와 자반이,일상,1,0,0,0,0,0,1,0,0,0,450,9.64,0
588,꾸숑의 폭식니즘,일상,1,1,0,0,0,0,0,0,0,0,767,9.74,0
589,인생은 너울너울,일상,1,0,0,0,1,0,0,0,0,0,655,9.65,0
590,깨알공장공장장,일상,1,0,0,0,0,0,1,0,0,0,"2,347",9.5,0
591,충충의 하루,일상,1,0,0,0,0,0,1,0,0,0,561,9.66,0
592,찌의일찌,일상,1,1,0,0,0,0,0,0,0,0,569,9.68,0
593,플랫다이어리,일상,1,0,0,0,0,0,1,0,0,0,536,9.89,1
594,몽글툰,일상,1,1,0,0,0,0,0,0,0,0,823,9.73,0
595,어느새 대학생,일상,1,1,0,0,0,0,0,0,0,0,171,9.26,0
596,Circle,일상,1,0,0,0,0,0,1,0,0,0,346,9.86,0
597,궁미일기,일상,1,0,0,0,0,0,0,0,0,0,648,9.77,0
598,국밥왕,일상,1,0,0,0,1,0,0,0,0,0,197,8.82,0
599,썸툰,일상,1,0,0,0,0,0,0,0,0,0,"11,055",9.87,0
600,찬란의 날,일상,1,0,0,0,0,0,0,1,0,0,540,9.83,0
601,(핫샷)HOTSHOT[?],일상,1,0,0,0,1,0,0,0,0,0,"1,009",9.75,0
602,우당탕탕 재끼 일상,일상,1,1,0,0,0,0,0,0,0,0,490,9.5,0
603,옥상난간에 엄지발가락,일상,1,0,0,0,0,0,0,0,0,0,"1,495",9.73,0
604,묘생인생,일상,1,1,0,0,0,0,0,0,0,0,"2,364",9.86,0
605,횡설수설 다이어리,일상,1,0,0,0,0,0,0,0,0,0,"2,974",9.33,0
606,유랑인류,일상,1,0,0,0,0,0,1,0,0,0,674,9.84,0
607,웹툰왕,일상,1,1,0,0,0,0,0,0,0,0,363,8.88,0
608,블랙,일상,1,0,0,0,1,0,0,0,0,0,90,9.49,0
609,엥앙일기,일상,1,0,0,0,0,0,0,0,0,0,739,9.86,0
610,아이보리,일상,1,0,0,0,0,0,0,0,0,0,"2,727",9.87,0
611,데뷔하고 싶어요,일상,1,0,0,0,1,0,0,0,0,0,286,9.26,0
